temporary_id,title,original_title,author_or_editor,translator,publisher,publication_year,isbn,format,page_count,language,source_level,processing_status,source_task,public_content_scope,local_asset_status,persistent_id,canonical_url,access_status,access_date,used_for
CAND-D-SRC-11,BnF 目录记录：Concierto barroco / Alejo Carpentier,Concierto barroco,Bibliothèque nationale de France,,BnF,1974（西语版；另一记录 'novela ([2a ed.])' ISBN 8432301620）,,webpage（BnF 目录稳定 ark 页）,,es,B,access_pass,WEB-CE-B01-R-D,"作者归名 Carpentier, Alejo (1904-1980)；1974 年西语版目录记录；同名记录标 ': novela'",not_local（仅 URL 核验）,ark:/12148/cb37546280h,https://catalogue.bnf.fr/ark:/12148/cb37546280h,access_pass,2026-08-18,《巴洛克协奏曲》实体（CAND-D-ENT-06）+ CREATED（卡彭铁尔→巴洛克协奏曲）+ first_publication_year 1974 + genre_or_form + bibliographic_note
CAND-D-SRC-12,豆瓣书目：《沙之书》上海译文 2015,沙之书,豪·路·博尔赫斯,王永年,上海译文出版社,2015-7,9787532762927,book（豆瓣书目页）,136,zh,C,access_pass,WEB-CE-B01-R-D,中文版存在与书目（出版社/译者/年份/ISBN/页数；丛书「博尔赫斯全集」）,not_local（仅 URL 核验）,subject/25796049,https://book.douban.com/subject/25796049/,access_pass,2026-08-18,《沙之书》中译核验（TRANSLATION_AUDIT 行 CAND-D-ENT-07）
CAND-D-SRC-13,豆瓣书目：《布罗迪报告》上海译文 2015,布罗迪报告,豪·路·博尔赫斯,王永年,上海译文出版社,2015-7,9787532762910,book（豆瓣书目页）,116,zh,C,access_pass,WEB-CE-B01-R-D,中文版存在与书目；简介提及集内篇目《第三者》《小人》（内容线索，不作文学事实依据）,not_local（仅 URL 核验）,subject/25796128,https://book.douban.com/subject/25796128/,access_pass,2026-08-18,《布罗迪报告》中译核验（TRANSLATION_AUDIT 行 CAND-D-ENT-08）
CAND-D-SRC-14,豆瓣书目：《霍乱时期的爱情》南海 2022 插画版,霍乱时期的爱情,加西亚·马尔克斯,杨玲,南海出版公司（新经典文化）,2022-5,9787544269087,book（豆瓣书目页）,384,zh,C,access_pass,WEB-CE-B01-R-D,中文版存在与书目；页面另现「2000版/1987版」字样（旧版线索）,not_local（仅 URL 核验）,subject/35643308,https://book.douban.com/subject/35643308/,access_pass,2026-08-18,《霍乱时期的爱情》中译核验（TRANSLATION_AUDIT 行 CAND-D-ENT-01）
CAND-D-SRC-15,豆瓣书目：《族长的秋天》南海 2021,族长的秋天,加西亚·马尔克斯,轩乐,南海出版公司（新经典文化）,2021-11,9787544286060,book（豆瓣书目页）,272,zh,C,access_pass,WEB-CE-B01-R-D,中文版存在与书目；「全部版本(16)」提示多版,not_local（仅 URL 核验）,subject/35498119,https://book.douban.com/subject/35498119/,access_pass,2026-08-18,《族长的秋天》中译核验（TRANSLATION_AUDIT 行 CAND-D-ENT-02）
CAND-D-SRC-16,豆瓣书目：《绿房子》外国文学 1983,绿房子,马里奥·巴尔加斯·略萨,孙家孟/马林春,外国文学出版社,1983-8,（书号 10208-141）,book（豆瓣书目页）,513,zh,C,access_pass,WEB-CE-B01-R-D,中文旧版存在与书目（丛书「当代外国文学」）,not_local（仅 URL 核验）,subject/1916280,https://book.douban.com/subject/1916280/,access_pass,2026-08-18,《绿房子》中译核验（TRANSLATION_AUDIT 行 CAND-D-ENT-03）
CAND-D-SRC-17,豆瓣书目：《潘达雷昂上尉与劳军女郎》人民文学 2009 及 2021 精装版,潘达雷昂上尉与劳军女郎,马里奥·巴尔加斯·略萨,孙家孟,人民文学出版社（99读书人）,2009-12,9787020077410,book（豆瓣书目页）,232,zh,C,access_pass,WEB-CE-B01-R-D,中文版存在与书目（2009 平装 9787020077410；2021 精装《潘达雷昂上尉和劳军女郎》9787020159468，subject/34933189 亦已开页）,not_local（仅 URL 核验）,subject/4140451,https://book.douban.com/subject/4140451/,access_pass,2026-08-18,《潘达雷昂上尉与劳军女郎》中译核验（TRANSLATION_AUDIT 行 CAND-D-ENT-04）
CAND-D-SRC-18,豆瓣书目：《南方高速》南海 2017（科塔萨尔短篇小说全集2，收录《秘密武器》）,南方高速,胡里奥·科塔萨尔,金灿/林叶青/陶玉平,南海出版公司（新经典文化）,2017-10,9787544290678,book（豆瓣书目页）,440,zh,C,access_pass,WEB-CE-B01-R-D,内容简介明确「本卷收录《秘密武器》《克罗诺皮奥和法玛的故事》《万火归一》三部短篇集」（合卷收录证据；豆瓣仅证书目与收录范围）,not_local（仅 URL 核验）,subject/27079479,https://book.douban.com/subject/27079479/,access_pass,2026-08-18,《秘密武器》中译核验为 verified_collection（TRANSLATION_AUDIT 行 CAND-D-ENT-09）
CAND-D-SRC-19,豆瓣书目：《隐秘的幸福》人民文学 2018,隐秘的幸福,克拉丽丝·李斯佩克朵,闵雪飞,人民文学出版社,2018-4-1,9787020128969,book（豆瓣书目页）,162,zh,C,access_pass,WEB-CE-B01-R-D,中文版存在与书目（丛书「短经典精选」）,not_local（仅 URL 核验）,subject/30184526,https://book.douban.com/subject/30184526/,access_pass,2026-08-18,《隐秘的幸福》中译核验（TRANSLATION_AUDIT 行 CAND-D-ENT-11）
CAND-D-SRC-20,豆瓣书目：《聶魯達一百首愛的十四行詩》九歌 1999,聶魯達一百首愛的十四行詩,聶魯達,陈黎/张芬龄,九歌出版社（台北）,1999-6-10,9789575606022,book（豆瓣书目页）,236,zh-TW,C,access_pass,WEB-CE-B01-R-D,繁体中文版存在与书目（译者/出版社/年份/ISBN/页数）,not_local（仅 URL 核验）,subject/1818384,https://book.douban.com/subject/1818384/,access_pass,2026-08-18,《一百首爱情十四行诗》中译核验为 verified_traditional_chinese（TRANSLATION_AUDIT 行 CAND-D-ENT-10）
CAND-D-SRC-21,陈黎个人页：Neruda20poems（译者本人页面，big5）,《聶魯達雙情詩》一百首愛的十四行詩+二十首情詩和一首絕望的歌,陈黎,陈黎/张芬龄,九歌出版社,（合卷出版年未在页内标注）,（未标注）,webpage（译者个人作品页，big5 编码）,,zh-TW,B,access_pass,WEB-CE-B01-R-D,"译者本人页确认九歌出版《聶魯達雙情詩》（一百首愛的十四行詩+二十首情詩和一首絕望的歌，陳黎·張芬齡譯）；佐证繁体译本存在",not_local（仅 URL 核验）,,http://faculty.ndhu.edu.tw/~chenli/nerudas.htm,access_pass,2026-08-18,佐证《一百首爱情十四行诗》繁体译本（与 CAND-D-SRC-20 同证一版）
CAND-D-SRC-22,中国作家网转载中华读书报：《"科塔萨尔短篇小说全集"第一辑问世》（2017-05-16）,科塔萨尔短篇小说全集出版计划,丁杨（中华读书报）,（无）,中国作家网,2017,,webpage（新闻/书讯）,,zh,C,access_pass,WEB-CE-B01-R-D,"报道新经典文化/南海出版公司出版科塔萨尔短篇小说全集计划，明确预告《南方高速》《万火归一》《秘密武器》《八面体》将陆续出版——印证《秘密武器》以合卷形式中译的出版线索",not_local（仅 URL 核验）,,http://www.chinawriter.com.cn/n1/2017/0516/c403994-29277867.html,access_pass,2026-08-18,《秘密武器》合卷中译的出版线索（辅助，非书目来源）
CAND-D-SRC-23,豆瓣作者页：阿莱霍·卡彭铁尔的作品（中文书目全览）,卡彭铁尔作品列表,阿莱霍·卡彭铁尔,（各书不同）,（各书不同）,（各书不同）,（各书不同）,webpage（豆瓣作者作品页）,,zh,C,access_pass,WEB-CE-B01-R-D,"列出卡彭铁尔中文书目 19 项（人间王国/时间之战/光明世纪/追击/卡彭铁尔作品集/千柱之城/拉丁美洲短篇小说选等），可见项均不含《方法的资源》《巴洛克协奏曲》——负证据/线索：两部作品未见中译",not_local（仅 URL 核验）,,https://book.douban.com/author/4528595/books,access_pass,2026-08-18,卡彭铁尔两部作品 not_found 的负证据线索（TRANSLATION_AUDIT 行 CAND-D-ENT-05/06）
CAND-D-SRC-24,三民书局记录：《聶魯達情詩》（简体，ISBN 9787521750867）（尝试核验失败）,聶魯達情詩,（智利）巴勃羅·聶魯達,（未核验）,（疑中信出版社，未核验）,（未核验）,9787521750867,webpage（书商书目）,（未核验）,zh,C,access_blocked,WEB-CE-B01-R-D,未取得内容：页面为 JS 浏览器验证拦截（'正在驗證您的瀏覽器...'），简体版《聂鲁达情诗》是否完整覆盖 Cien sonetos de amor 无法核验,not_local（仅 URL 核验）,,https://thep.com.tw/order/query_book.php?book_no=1617400,access_blocked,2026-08-18,简体中文版线索（仅供下一轮核验，不作证据）
CAND-D-SRC-25,百度百科条目（尝试核验失败）：《一百首爱的十四行诗》《方法的根源》,一百首爱的十四行诗/方法的根源,百度百科,（无）,百度,（持续修订）,（无）,webpage（百科）,,zh,C,access_blocked,WEB-CE-B01-R-D,未取得内容：HTTP 403 百度安全验证拦截。仅作线索：通行中译名「方法的根源」、《一百首爱的十四行诗》条目存在,not_local（仅 URL 核验）,,https://baike.baidu.com/item/一百首爱的十四行诗,access_blocked,2026-08-18,中译名线索（「方法的根源」别名依据待核，不作证据）
