evidence_id,relationship_id,origin_evidence_id,source_id,source_title,locator,evidence_note,confidence,evidence_status,evidence_origin
V1-EV-0037,V1-REL-0036,B01-REL-0021,SRC-0022,Rosario Castellanos - Detalle del autor,,词条：幼年迁居恰帕斯科米坦,high,eligible_evidence,A06_PRE
V1-EV-0038,V1-REL-0037,B01-REL-0022,SRC-0022,Rosario Castellanos - Detalle del autor,,词条：童年地,medium,eligible_evidence,A06_PRE
V1-EV-0039,V1-REL-0038,B01-REL-0023,SRC-0027,Juan Rulfo - Detalle del autor,,词条（国籍/生平）,high,eligible_evidence,A06_PRE
V1-EV-0040,V1-REL-0039,B01-REL-0024,SRC-0027,Juan Rulfo - Detalle del autor,,词条：童年成长地,medium,eligible_evidence,A06_PRE
V1-EV-0041,V1-REL-0040,B02-REL-0001,SRC-0032,Gabriel García Márquez y la ética en Cien años de soledad – I,论文标题,Javeriana 论文以该小说为研究对象,high,eligible_evidence,A06_PRE
V1-EV-0042,V1-REL-0041,B02-REL-0002,SRC-0033,Miseria y violencia en El Coronel no tiene quien le escriba,论文标题,Encuentro 论文称“la célebre novela de Gabriel García Márquez”,high,eligible_evidence,A06_PRE
V1-EV-0043,V1-REL-0042,B02-REL-0003,SRC-0034,Un relato sospechoso: Crónica de una muerte anunciada,PDF 首页,Atenea 论文首页署名作品（1981）,high,eligible_evidence,A06_PRE
V1-EV-0044,V1-REL-0043,B02-REL-0004,SRC-0038,Cortázar: los relatos fragmentados y la importancia de un lector activo,论文摘要,Passagens 论文称 Rayuela 为“su obra más importante”,high,eligible_evidence,A06_PRE
V1-EV-0045,V1-REL-0044,B02-REL-0005,SRC-0037,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar,论文摘要,Orbis Tertius 论文列为早期幻想故事集,high,eligible_evidence,A06_PRE
V1-EV-0046,V1-REL-0045,B02-REL-0006,SRC-0040,"Jogos de máscaras e dobras do eu: encruzilhadas de leitura(s) a partir de ""Final de juego"" de Julio Cortázar",论文标题,UB 论文以 Final de juego 为对象,high,eligible_evidence,A06_PRE
V1-EV-0047,V1-REL-0046,B02-REL-0007,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo""",论文标题,RFRM 论文以该小说为研究对象,high,eligible_evidence,A06_PRE
V1-EV-0048,V1-REL-0047,B02-REL-0008,SRC-0042,De los pasos perdidos de Alvar Núñez a los Pasos de Alejo Carpentier a través del concepto de la Kehre heideggeriana,论文标题,Atenea 论文以 Los pasos perdidos 为研究对象,high,eligible_evidence,A06_PRE
V1-EV-0049,V1-REL-0048,B02-REL-0009,SRC-0043,"Objetos de arte, écfrasis y regímenes escópicos en El siglo de las luces (1962) de Alejo Carpentier",论文标题,Letras 论文以 El siglo de las luces (1962) 为研究对象,high,eligible_evidence,A06_PRE
V1-EV-0050,V1-REL-0049,B02-REL-0010,SRC-0039,Romance y azar en la ciudad: dos transposiciones de cuentos de Julio Cortázar,论文摘要,Anclajes 论文：“basado en el cuento El otro cielo”,high,eligible_evidence,A06_PRE
V1-EV-0051,V1-REL-0050,B02-REL-0011,SRC-0039,Romance y azar en la ciudad: dos transposiciones de cuentos de Julio Cortázar,论文摘要,Anclajes 论文：“basado en Manuscrito hallado en un bolsillo”,high,eligible_evidence,A06_PRE
V1-EV-0052,V1-REL-0051,B02-REL-0012,SRC-0039,Romance y azar en la ciudad: dos transposiciones de cuentos de Julio Cortázar,论文摘要,Anclajes 论文明示改编关系,high,eligible_evidence,A06_PRE
V1-EV-0053,V1-REL-0052,B02-REL-0013,SRC-0039,Romance y azar en la ciudad: dos transposiciones de cuentos de Julio Cortázar,论文摘要,Anclajes 论文明示改编关系,high,eligible_evidence,A06_PRE
V1-EV-0054,V1-REL-0053,B02-REL-0014,SRC-0039,Romance y azar en la ciudad: dos transposiciones de cuentos de Julio Cortázar,论文摘要,Anclajes 论文明示导演,high,eligible_evidence,A06_PRE
V1-EV-0055,V1-REL-0054,B02-REL-0015,SRC-0039,Romance y azar en la ciudad: dos transposiciones de cuentos de Julio Cortázar,论文摘要,Anclajes 论文明示导演,high,eligible_evidence,A06_PRE
V1-EV-0056,V1-REL-0055,B02-REL-0017,SRC-0035,CVC. Actos culturales. Gabriel García Márquez,数字展页,CVC：生于加勒比哥伦比亚的 Aracataca,high,eligible_evidence,A06_PRE
V1-EV-0057,V1-REL-0056,B02-REL-0018,SRC-0035,CVC. Actos culturales. Gabriel García Márquez,数字展页,CVC：nació en Aracataca,high,eligible_evidence,A06_PRE
V1-EV-0058,V1-REL-0057,B02-REL-0019,SRC-0035,CVC. Actos culturales. Gabriel García Márquez,数字展页,CVC：村落“在马孔多名下重生”,medium,eligible_evidence,A06_PRE
V1-EV-0059,V1-REL-0058,B02-REL-0020,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo""",论文摘要,RFRM：El cubano Alejo Carpentier,high,eligible_evidence,A06_PRE
V1-EV-0060,V1-REL-0059,B03-REL-0001,SRC-0044,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa",论文标题,Ángulo Recto 论文以该小说为对象,high,eligible_evidence,A06_PRE
V1-EV-0061,V1-REL-0060,B03-REL-0002,SRC-0045,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez",论文标题,Catedral Tomada 论文标题（1969）,high,eligible_evidence,A06_PRE
V1-EV-0062,V1-REL-0061,B03-REL-0003,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa",论文摘要,Letral：1981 年出版的第六部小说,high,eligible_evidence,A06_PRE
V1-EV-0063,V1-REL-0062,B03-REL-0004,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC 传记明确出版序列（1924）,high,eligible_evidence,A06_PRE
V1-EV-0064,V1-REL-0063,B03-REL-0005,SRC-0050,"Interpretación de ""residencia en la tierra"" de Pablo Neruda",论文标题,Atenea 论文以该诗集为对象,high,eligible_evidence,A06_PRE
V1-EV-0065,V1-REL-0064,B03-REL-0006,SRC-0052,Un événement poétique : le Canto General de Pablo Neruda,论文正文,Persée：1950 年 Océano 出版,high,eligible_evidence,A06_PRE
V1-EV-0066,V1-REL-0065,B03-REL-0007,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC 作品序列明确列出,medium,eligible_evidence,A06_PRE
V1-EV-0067,V1-REL-0066,B03-REL-0008,SRC-0044,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa",论文摘要,Ángulo Recto：以小说元素作利马城市问题阐释,medium,eligible_evidence,A06_PRE
V1-EV-0068,V1-REL-0067,B03-REL-0009,SRC-0047,Mario Vargas Llosa – Facts,Facts 页,Nobel：Peruvian author；生于阿雷基帕,high,eligible_evidence,A06_PRE
V1-EV-0069,V1-REL-0068,B03-REL-0010,SRC-0047,Mario Vargas Llosa – Facts,Facts 页,Nobel：卒于利马,high,eligible_evidence,A06_PRE
V1-EV-0070,V1-REL-0069,B03-REL-0011,SRC-0047,Mario Vargas Llosa – Facts,Facts 页,Nobel：生于阿雷基帕,high,eligible_evidence,A06_PRE
V1-EV-0071,V1-REL-0070,B03-REL-0012,SRC-0047,Mario Vargas Llosa – Facts,Facts 页,Nobel：大部分时间居于马德里,high,eligible_evidence,A06_PRE
V1-EV-0072,V1-REL-0071,B03-REL-0013,SRC-0054,Pablo Neruda – Facts,Facts 页,Nobel：Born/Died/Residence 智利,high,eligible_evidence,A06_PRE
V1-EV-0073,V1-REL-0072,B03-REL-0014,SRC-0054,Pablo Neruda – Facts,Facts 页,Nobel：生于帕拉尔,high,eligible_evidence,A06_PRE
V1-EV-0074,V1-REL-0073,B03-REL-0015,SRC-0054,Pablo Neruda – Facts,Facts 页,Nobel：赴圣地亚哥求学；卒于圣地亚哥,high,eligible_evidence,A06_PRE
V1-EV-0075,V1-REL-0074,B03-REL-0023,SRC-0054,Pablo Neruda – Facts,Facts 页,Nobel：关于整个南美大陆的史诗；获奖理由涉及大陆命运与梦想,medium,eligible_evidence,A06_PRE
V1-EV-0076,V1-REL-0074,B03-REL-0024,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,数字展主展页,CVC：la epopeya que comienza con la telúrica cosmogonía（美洲史诗）,medium,eligible_evidence,A06_PRE
V1-EV-0077,V1-REL-0075,A03-REL-0001,SRC-0057,Cien años de soledad: a Macondo-América de Gabriel García Márquez como representação do continente latino-americano,论文摘要,ANPHLAC 摘要直接称 Macondo 为小说中的虚构城市（a cidade fictícia do romance）,high,eligible_evidence,A06_PRE
V1-EV-0078,V1-REL-0040,A05-LROW-0001,SRC-0001,世界文学的奇葩——拉丁美洲文学研究,p14,目录：《拉丁美洲的魔幻现实主义及其代表作《百年孤独》》（林一安，205）,,legacy_additional_evidence,A05_LEGACY
V1-EV-0079,V1-REL-0041,A05-LROW-0002,SRC-0001,世界文学的奇葩——拉丁美洲文学研究,p14,目录：试论《没有人给他写信的上校》的艺术性（238）,,legacy_additional_evidence,A05_LEGACY
V1-EV-0080,V1-REL-0042,A05-LROW-0003,SRC-0001,世界文学的奇葩——拉丁美洲文学研究,p14,目录：浅析《一件事先张扬的凶杀案》（249）,,legacy_additional_evidence,A05_LEGACY
V1-EV-0081,V1-REL-0022,A05-LROW-0006,SRC-0001,世界文学的奇葩——拉丁美洲文学研究,p16,“直到胡安·鲁尔弗写出了……《人鬼之间》（又译为《佩德罗·帕拉莫》）”,,legacy_additional_evidence,A05_LEGACY
V1-EV-0082,V1-REL-0001,A05-LROW-0039,SRC-0002,拉丁美洲文学教程（阅读篇）,p11,UNIDAD8 目录,,legacy_additional_evidence,A05_LEGACY
V1-EV-0083,V1-REL-0002,A05-LROW-0040,SRC-0002,拉丁美洲文学教程（阅读篇）,p11,UNIDAD8 目录,,legacy_additional_evidence,A05_LEGACY
V1-EV-0084,V1-REL-0062,A05-LROW-0045,SRC-0002,拉丁美洲文学教程（阅读篇）,p11,UNIDAD10 目录：VEINTE POEMAS DE AMOR,,legacy_additional_evidence,A05_LEGACY
V1-EV-0085,V1-REL-0064,A05-LROW-0046,SRC-0002,拉丁美洲文学教程（阅读篇）,p11,UNIDAD10 目录：CANTO GENERAL,,legacy_additional_evidence,A05_LEGACY
V1-EV-0086,V1-REL-0022,A05-LROW-0051,SRC-0002,拉丁美洲文学教程（阅读篇）,p12,UNIDAD13 目录,,legacy_additional_evidence,A05_LEGACY
V1-EV-0087,V1-REL-0040,A05-LROW-0053,SRC-0002,拉丁美洲文学教程（阅读篇）,p12,UNIDAD15 目录,,legacy_additional_evidence,A05_LEGACY
V1-EV-0088,V1-REL-0043,A05-LROW-0073,SRC-0003,现代拉丁美洲文学,p139,“令人联想到《跳房子》中的长蛇俱乐部”,,legacy_additional_evidence,A05_LEGACY
V1-EV-0089,V1-REL-0076,A01-EV-0001,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa",正文,Letral 正文：“La guerra del fin del mundo ficcionaliza el conflicto ocurrido entre 1896 y 1897 entre el ejército brasilero y los integrantes de un movimiento socio-religioso y popular liderado por Antônio Conselheiro”（小说将 1896-1897 年巴西军队与孔塞列鲁领导的社会宗教民众运动之间的冲突虚构化）；新增关系词须经 N3 前兼容性提案与用户节点；现有 24 行 B03 关系不受影响；B03-FCT-0032 research_note 与 B03-ENT-0026 事件实体保留，提案通过后可升级为关系,high,direct,N3_APPROVED_EVENT
V1-EV-0090,V1-REL-0076,A01-EV-0002,SRC-0063,L'écriture comme vérité historique potentielle (A propos de La guerra del fin del mundo de Mario Vargas Llosa),论文标题,Persée 论文标题：“L'écriture comme vérité historique potentielle (A propos de La guerra del fin del mundo…)”（写作作为潜在历史真理——关于《世界末日之战》）；第二证据来源；Persée 开放落地页 200（全文首页未取），标题级证据,medium,indirect,N3_APPROVED_EVENT
V1-EV-0091,V1-REL-0076,A01-EV-0003,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa",论文标题,Letral 论文标题：“Canudos o la redención de los malditos: La guerra del fin del mundo”（卡努杜斯或受诅咒者的救赎）——标题仅并置 Canudos 与小说，证明研究对象关联；与 A01-EV-0001 同源（Letral 同一论文），不增加独立来源数；直接表达仅 A01-EV-0001 的正文 ficcionaliza；独立来源共 2 个（Letral、Persée）,medium,indirect,N3_APPROVED_EVENT
V1-EV-0092,V1-REL-0077,CAND-R1-REL-01-EV-01,SRC-0087,Carlos Fuentes,Works list,Institutional author page lists La región más transparente among Carlos Fuentes works.,high,direct,WEB-CE-B01-R1_REVIEW_PASS
V1-EV-0093,V1-REL-0077,CAND-R1-REL-01-EV-02,SRC-0089,La región más transparente - Detalle de la obra,Work record,ELEM work page directly identifies Carlos Fuentes as author.,high,direct,WEB-CE-B01-R1_REVIEW_PASS
V1-EV-0094,V1-REL-0078,CAND-R1-REL-02-EV-01,SRC-0087,Carlos Fuentes,Works list,Institutional author page lists La muerte de Artemio Cruz among Carlos Fuentes works.,high,direct,WEB-CE-B01-R1_REVIEW_PASS
V1-EV-0095,V1-REL-0078,CAND-R1-REL-02-EV-02,SRC-0091,La muerte de Artemio Cruz - Detalle de la obra,Work record,ELEM work page directly identifies Carlos Fuentes as author.,high,direct,WEB-CE-B01-R1_REVIEW_PASS
V1-EV-0096,V1-REL-0080,CAND-B-REL-001,SRC-0096,Gabriela Mistral – Facts（诺贝尔奖官网英文页）,,"直接书目来源：Nobel 书目页列 Desolación 1922；Facts 页称其第一部重要作品为 Desolación（""Mistral's first major work was Desolación",high,eligible_evidence,WEB-CE-B01
V1-EV-0097,V1-REL-0080,CAND-B-REL-001,SRC-0097,Gabriela Mistral – Bibliography（诺贝尔奖官网书目页）,,"直接书目来源：Nobel 书目页列 Desolación 1922；Facts 页称其第一部重要作品为 Desolación（""Mistral's first major work was Desolación",high,eligible_evidence,WEB-CE-B01
V1-EV-0098,V1-REL-0081,CAND-B-REL-002,SRC-0096,Gabriela Mistral – Facts（诺贝尔奖官网英文页）,,"Facts 页 ""In 1924 came Ternura (Tenderness)"" + 书目页 1924",high,eligible_evidence,WEB-CE-B01
V1-EV-0099,V1-REL-0081,CAND-B-REL-002,SRC-0097,Gabriela Mistral – Bibliography（诺贝尔奖官网书目页）,,"Facts 页 ""In 1924 came Ternura (Tenderness)"" + 书目页 1924",high,eligible_evidence,WEB-CE-B01
V1-EV-0100,V1-REL-0082,CAND-B-REL-003,SRC-0096,Gabriela Mistral – Facts（诺贝尔奖官网英文页）,,"Facts 页 ""later Tala (Felling) in 1938"" + 书目页 1938",high,eligible_evidence,WEB-CE-B01
V1-EV-0101,V1-REL-0082,CAND-B-REL-003,SRC-0097,Gabriela Mistral – Bibliography（诺贝尔奖官网书目页）,,"Facts 页 ""later Tala (Felling) in 1938"" + 书目页 1938",high,eligible_evidence,WEB-CE-B01
V1-EV-0102,V1-REL-0083,CAND-B-REL-004,SRC-0096,Gabriela Mistral – Facts（诺贝尔奖官网英文页）,,参照 V1-REL-0071（聂鲁达→智利，evidence_count=1）关联强度；关联性质=国籍/出生/居留，非解释型,high,eligible_evidence,WEB-CE-B01
V1-EV-0103,V1-REL-0084,CAND-B-REL-005,SRC-0096,Gabriela Mistral – Facts（诺贝尔奖官网英文页）,,参照 V1-REL-0056（马尔克斯→阿卡塔卡出生地关联）模式；出生地不作 BORN_IN 关系（禁用）,high,eligible_evidence,WEB-CE-B01
V1-EV-0104,V1-REL-0085,CAND-C-REL-001,SRC-0098,Octavio Paz – Facts,,Nobel Facts 称其为帕斯最知名作品之一并注 1950；poets.org 散文书目载 1950,high,eligible_evidence,WEB-CE-B01
V1-EV-0105,V1-REL-0085,CAND-C-REL-001,SRC-0100,About Octavio Paz,,Nobel Facts 称其为帕斯最知名作品之一并注 1950；poets.org 散文书目载 1950,high,eligible_evidence,WEB-CE-B01
V1-EV-0106,V1-REL-0086,CAND-C-REL-002,SRC-0099,Octavio Paz – Bibliography,,"poets.org 散文书目 ""El arco y la lira (1956)""；诺贝尔书目页英译本副题 ""(El arco y la lira)""",high,eligible_evidence,WEB-CE-B01
V1-EV-0107,V1-REL-0086,CAND-C-REL-002,SRC-0100,About Octavio Paz,,"poets.org 散文书目 ""El arco y la lira (1956)""；诺贝尔书目页英译本副题 ""(El arco y la lira)""",high,eligible_evidence,WEB-CE-B01
V1-EV-0108,V1-REL-0087,CAND-C-REL-003,SRC-0099,Octavio Paz – Bibliography,,"Nobel 书目页西语诗歌部 ""Piedra de sol. México: Tezontle, 1957""；poets.org 诗歌书目 1957",high,eligible_evidence,WEB-CE-B01
V1-EV-0109,V1-REL-0087,CAND-C-REL-003,SRC-0100,About Octavio Paz,,"Nobel 书目页西语诗歌部 ""Piedra de sol. México: Tezontle, 1957""；poets.org 诗歌书目 1957",high,eligible_evidence,WEB-CE-B01
V1-EV-0110,V1-REL-0088,CAND-C-REL-004,SRC-0098,Octavio Paz – Facts,,Nobel Facts 出生/逝世地均墨西哥城；poets.org 同；关联性质具体可说明,high,eligible_evidence,WEB-CE-B01
V1-EV-0111,V1-REL-0088,CAND-C-REL-004,SRC-0100,About Octavio Paz,,Nobel Facts 出生/逝世地均墨西哥城；poets.org 同；关联性质具体可说明,high,eligible_evidence,WEB-CE-B01
V1-EV-0112,V1-REL-0089,CAND-C-REL-005,SRC-0098,Octavio Paz – Facts,,"Nobel Facts ""Residence at the time of the award: Mexico""；直接人物事实，单来源可支持",high,eligible_evidence,WEB-CE-B01
V1-EV-0113,V1-REL-0090,CAND-D-REL-01,SRC-0103,BnF 目录记录：El Libro de arena / Jorge Luis Borges,,BnF 目录作者归名证据（1975 西语版，ark:/12148/cb352339603）；CREATED 单来源满足最低证据,high,eligible_evidence,WEB-CE-B01
V1-EV-0114,V1-REL-0091,CAND-D-REL-02,SRC-0104,BnF 目录检索：El informe de Brodie（SRU + 委内瑞拉合订本记录）,,BnF 目录作者归名证据（含 Ficciones; El Aleph; El informe de Brodie 合订本记录，ark:/12148/cb354902694）,medium,eligible_evidence,WEB-CE-B01
V1-EV-0115,V1-REL-0092,CAND-D-REL-03,SRC-0105,BnF 目录记录：El Amor en los tiempos del cólera / Gabriel García Márquez,,BnF 目录作者归名证据（1985 西语版，ark:/12148/cb34923644w）,high,eligible_evidence,WEB-CE-B01
V1-EV-0116,V1-REL-0093,CAND-D-REL-04,SRC-0106,BnF 目录记录：El Otoño del patriarca / Gabriel García Márquez,,BnF 目录作者归名证据（1975 西语版，ark:/12148/cb352227127）,high,eligible_evidence,WEB-CE-B01
V1-EV-0117,V1-REL-0094,CAND-D-REL-05,SRC-0066,"Relatos : Bestiario, 1951, Las armas secretas, 1959, Final del juego, 1964, Todos los fuegos el fuego, 1966（BnF 目录记录，稳定 ark 页）",,复用 SRC-0066：BnF 记录标题含 'Las armas secretas，1959'（ark:/12148/cb352151483），作者归名证据；本轮 SRU 快照（CAND-D-SRC-05）作补充,high,eligible_evidence,WEB-CE-B01
V1-EV-0118,V1-REL-0095,CAND-D-REL-06,SRC-0108,BnF 目录检索：La casa verde（SRU 快照）,,BnF 目录作者归名证据（西语多版，4e éd.1967 起，ISBN 8432218728）,medium,eligible_evidence,WEB-CE-B01
V1-EV-0119,V1-REL-0096,CAND-D-REL-07,SRC-0109,BnF 目录记录：Pantaleón y las visitadoras（Seix Barral 1973）,,BnF 目录记录直接归名（Barcelona : Seix Barral，1973，ark:/12148/cb35234561k）,high,eligible_evidence,WEB-CE-B01
V1-EV-0120,V1-REL-0097,CAND-D-REL-08,SRC-0110,BnF 目录检索：Cien sonetos de amor（SRU 快照）,,BnF 目录作者归名证据（多版记录，含 8a ed. 1992 ISBN 8440047037）,medium,eligible_evidence,WEB-CE-B01
V1-EV-0121,V1-REL-0098,CAND-D-REL-09,SRC-0111,BnF 目录记录：Felicidade clandestina，contos（Rio de Janeiro : Sabiá，1971）,,BnF 目录记录直接归名（Rio de Janeiro : Sabiá，1971，ark:/12148/cb35424958x）,high,eligible_evidence,WEB-CE-B01
V1-EV-0122,V1-REL-0099,CAND-PM-REL-01,SRC-0127,Guerra del tiempo y otros relatos / Alejo Carpentier（BnF 目录记录）,,BnF 目录作者归名证据（1982/1998 两版 ark 记录）;CREATED 单来源满足最低证据,high,eligible_evidence,WEB-CE-B01
V1-EV-0123,V1-REL-0100,CAND-PM-REL-02,SRC-0126,El Acoso / Alejo Carpentier（BnF 目录记录）,,BnF 目录作者归名证据（1956 版 ark:/12148/cb31909635j）;CREATED 单来源满足最低证据,high,eligible_evidence,WEB-CE-B01
V1-EV-0124,V1-REL-0101,CAND-HY3-REL-01,SRC-0128,Aura - Detalle de la obra（墨西哥文学百科全书 ELEM / FLM）,,ELEM 书目确认 Aura 作者为 Carlos Fuentes（作者面与首版记录）,high,eligible_evidence,WEB-CE-B01-HY3
