source_id,temporary_id,title,original_title,author_or_editor,translator,publisher,publication_year,isbn,format,page_count,language,source_level,processing_status,source_task,public_content_scope,local_asset_status,persistent_id,canonical_url
SRC-0014,CODEX-BOR-BN-001,阿根廷国家图书馆《博尔赫斯问题》书目,La Biblioteca No. 13: Cuestión Borges,Biblioteca Nacional Mariano Moreno,不适用,Biblioteca Nacional Mariano Moreno,2013,ISSN 0329-1588,pdf,N/A,es,B,access_pass,V1-S2-007,metadata_and_summary,remote_only,La Biblioteca Año 10 No.13,https://www.bn.gov.ar/micrositios/admin_assets/issues/files/6a0504ab40d7167a5b37b2467bf57845.pdf
SRC-0015,CODEX-BOR-BN-002,阿根廷国家图书馆《阿莱夫》80周年展览页,"Infinita veneración, infinita lástima: 80 años de El Aleph",Biblioteca Nacional Mariano Moreno,不适用,Biblioteca Nacional Mariano Moreno,2025,N/A,html,N/A,es,B,access_pass,V1-S2-007,metadata_and_summary,remote_only,BNMM El Aleph 80 años,https://www.bn.gov.ar/agenda-cultural/infinita-veneracion-infinita-lastima-80-anos-de-el-aleph
SRC-0016,CODEX-LIS-IMS-001,IMS 李斯佩克朵生平简介,Sobre Clarice Lispector,Instituto Moreira Salles,不适用,Instituto Moreira Salles,2017,N/A,html,N/A,pt,B,access_pass,V1-S2-007,metadata_and_summary,remote_only,IMS 2017-06-01 Clarice,https://ims.com.br/2017/06/01/sobre-clarice-lispector/
SRC-0017,B01-SRC-0001,Elena Garro - Detalle del autor,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/autor/datos/421
SRC-0018,B01-SRC-0002,Elena Garro: el discurso social en Los recuerdos del porvenir,,Literatura Mexicana (UNAM-IIFL),不适用,,1992,,html,N/A,es,A,access_pass,V1-S3-B01,metadata_and_summary,remote_only,DOI 10.19130/iifl.litmex.3.2.1992.155,https://revistas-filologicas.unam.mx/literatura-mexicana/index.php/lm/article/view/155
SRC-0019,B01-SRC-0003,El fondo de la memoria: Los recuerdos del porvenir de Elena Garro,,Revista Chilena de Literatura (Universidad de Chile),不适用,,2022,,html,N/A,es,A,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,https://revistaliteratura.uchile.cl/index.php/RCL/article/view/67134
SRC-0020,B01-SRC-0004,Los recuerdos del porvenir - Detalle de la obra,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/obra/datos/3408
SRC-0021,B01-SRC-0005,La semana de colores: cuentos - Detalle de la obra,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/obra/datos/849
SRC-0022,B01-SRC-0006,Rosario Castellanos - Detalle del autor,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/autor/datos/211
SRC-0023,B01-SRC-0007,Balún-Canán (FCE 产品页),,Fondo de Cultura Económica,不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,https://www.fondodeculturaeconomica.com/Ficha/9789681683030/F
SRC-0024,B01-SRC-0008,La palabra sagrada. Violencia y lenguaje en Balún-Canán,,Literatura Mexicana (UNAM-IIFL),不适用,,2019,,html,N/A,es,A,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,https://revistas-filologicas.unam.mx/literatura-mexicana/index.php/lm/article/view/1158
SRC-0025,B01-SRC-0009,Poesía no eres tú: obra poética 1948-1971 - Detalle de la obra,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/obra/datos/72967
SRC-0026,B01-SRC-0010,Oficio de tinieblas - Detalle de la obra,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/obra/datos/2336
SRC-0027,B01-SRC-0011,Juan Rulfo - Detalle del autor,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/autor/datos/970
SRC-0028,B01-SRC-0012,Economía poética de Pedro Páramo: de la Revolución a la Cristiada,,Literatura Mexicana (UNAM-IIFL),不适用,,2010,,html,N/A,es,A,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,https://revistas-filologicas.unam.mx/literatura-mexicana/index.php/lm/article/view/658
SRC-0029,B01-SRC-0013,Pedro Páramo - Detalle de la obra,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/obra/datos/2838
SRC-0030,B01-SRC-0014,El Llano en llamas - Detalle de la obra,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/obra/datos/1921
SRC-0031,B01-SRC-0015,El gallo de oro - Detalle de la obra,,Enciclopedia de la Literatura en México (FLM),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B01,metadata_and_summary,remote_only,,http://www.elem.mx/obra/datos/203381
SRC-0032,B02-SRC-0001,Gabriel García Márquez y la ética en Cien años de soledad – I,,"Luis Carlos Herrera Molina, S.J. / Universitas Philosophica (Pontificia Universidad Javeriana, Bogotá)",不适用,,2015,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,,http://revistas.javeriana.edu.co/index.php/vniphilosophica/article/view/13340
SRC-0033,B02-SRC-0002,Miseria y violencia en El Coronel no tiene quien le escriba,,"Gloria Escobar Soriano / Encuentro (Universidad Centroamericana, Managua)",不适用,,1999,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.5377/encuentro.v0i48.3782,https://revistas.uca.edu.ni/index.php/Encuentro/article/view/3782
SRC-0034,B02-SRC-0003,Un relato sospechoso: Crónica de una muerte anunciada,,René Campos / Atenea (Universidad de Concepción),不适用,,1998,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.29393/At477-11RSRC10011,https://revistas.udec.cl/index.php/atenea/article/view/17898
SRC-0035,B02-SRC-0004,CVC. Actos culturales. Gabriel García Márquez,,Centro Virtual Cervantes (Instituto Cervantes),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B02,metadata_and_summary,remote_only,,https://cvc.cervantes.es/actcult/garcia_marquez/
SRC-0036,B02-SRC-0005,The Nobel Prize in Literature 1982,,NobelPrize.org (Nobel Prize Outreach),不适用,,,,html,N/A,en,B,access_pass,V1-S3-B02,metadata_and_summary,remote_only,,https://www.nobelprize.org/prizes/literature/1982/
SRC-0037,B02-SRC-0006,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar,,Jérôme Dulou / Orbis Tertius (Universidad Nacional de La Plata),不适用,,2022,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.24215/18517811e250,https://www.orbistertius.unlp.edu.ar/article/view/ote250
SRC-0038,B02-SRC-0007,Cortázar: los relatos fragmentados y la importancia de un lector activo,,Eduardo Huarag Álvarez / Passagens (Universidade Federal Fluminense),不适用,,2022,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.15175/1984-2503-202214302,https://periodicos.uff.br/revistapassagens/article/view/54497
SRC-0039,B02-SRC-0008,Romance y azar en la ciudad: dos transposiciones de cuentos de Julio Cortázar,,Alfredo Dillon / Anclajes (Universidad Nacional de La Pampa),不适用,,2024,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.19137/anclajes-2024-2829,https://cerac.unlpam.edu.ar/index.php/anclajes/article/view/7247
SRC-0040,B02-SRC-0009,"Jogos de máscaras e dobras do eu: encruzilhadas de leitura(s) a partir de ""Final de juego"" de Julio Cortázar",,Stanis David Lacowicz / Anuari de Filologia. Literatures Contemporànies (Universitat de Barcelona),不适用,,2025,,html,N/A,pt,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.1344/aflc2025.15.3,https://revistes.ub.edu/index.php/AFLC/article/view/52790
SRC-0041,B02-SRC-0011,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo""",,Isabel Araújo Branco / Revista de Filología Románica (Universidad Complutense de Madrid),不适用,,2013,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.5209/rev_rfrm.2013.v30.n1.42604,https://revistas.ucm.es/index.php/RFRM/es/article/view/42604
SRC-0042,B02-SRC-0012,De los pasos perdidos de Alvar Núñez a los Pasos de Alejo Carpentier a través del concepto de la Kehre heideggeriana,,Graciela Maturo / Atenea (Universidad de Concepción),不适用,,1998,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.29393/At477-9PPGM10009,https://revistas.udec.cl/index.php/atenea/article/view/17896
SRC-0043,B02-SRC-0013,"Objetos de arte, écfrasis y regímenes escópicos en El siglo de las luces (1962) de Alejo Carpentier",,"Carolina Toledo / Letras (Universidad Nacional Mayor de San Marcos, Lima)",不适用,,2024,,html,N/A,es,A,access_pass,V1-S3-B02,metadata_and_summary,remote_only,DOI 10.30920/letras.95.142.13,https://revistaletras.unmsm.edu.pe/index.php/le/article/view/2397
SRC-0044,B03-SRC-0001,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa",,Edward Medina Frisancho / Ángulo Recto (Universidad Complutense de Madrid),不适用,,2012,,html,N/A,es,A,access_pass,V1-S3-B03,metadata_and_summary,remote_only,DOI 10.5209/rev_anre.2012.v4.n1.39278,https://revistas.ucm.es/index.php/ANRE/es/article/view/39278
SRC-0045,B03-SRC-0002,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez",,Mercedes Alonso / Catedral Tomada (University of Pittsburgh),不适用,,,,html,N/A,es,A,access_pass,V1-S3-B03,metadata_and_summary,remote_only,DOI 10.5195/ct/2014.70,https://catedraltomada.pitt.edu/ojs/index.php/catedraltomada/article/view/70
SRC-0046,B03-SRC-0003,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa",,Marcela Crespo Buiturón / Revista Letral (Universidad de Granada),不适用,,2024,,html,N/A,es,A,access_pass,V1-S3-B03,metadata_and_summary,remote_only,DOI 10.30827/rl.v0i34.29760,https://revistaseug.ugr.es/index.php/letral/article/view/29760
SRC-0047,B03-SRC-0004,Mario Vargas Llosa – Facts,,NobelPrize.org (Nobel Prize Outreach),不适用,,,,html,N/A,en,B,access_pass,V1-S3-B03,metadata_and_summary,remote_only,,https://www.nobelprize.org/prizes/literature/2010/vargas_llosa/facts/
SRC-0048,B03-SRC-0005,The Nobel Prize in Literature 2010,,NobelPrize.org (Nobel Prize Outreach),不适用,,,,html,N/A,en,B,access_pass,V1-S3-B03,metadata_and_summary,remote_only,,https://www.nobelprize.org/prizes/literature/2010/
SRC-0049,B03-SRC-0006,"La experiencia del amor en la obra de Pablo Neruda y Nizar Qabbani. Un estudio comparativo entre los dos poemarios: ""Veinte poemas de amor y una canción desesperada"" y ""Cien cartas de amor""",,Adnan Kadhim & Sanaa Shalan / Revista Internacional de Culturas y Literaturas (Universidad de Sevilla),不适用,,2017,,pdf,N/A,es,A,access_pass,V1-S3-B03,metadata_and_summary,remote_only,DOI 10.12795/RICL.2017.i20.04,https://institucional.us.es/revistas/Culturas/20/PDF/04_kadhim.pdf
SRC-0050,B03-SRC-0007,"Interpretación de ""residencia en la tierra"" de Pablo Neruda",,Jaime Concha / Atenea (Universidad de Concepción),不适用,,1972,,html,N/A,es,A,access_pass,V1-S3-B03,metadata_and_summary,remote_only,DOI 10.29393/at425-9irjc10009,https://revistas.udec.cl/index.php/atenea/article/view/21831
SRC-0051,B03-SRC-0008,Diccionario del Canto General de Pablo Neruda,,Manuel Jofré / Anales de la Universidad de Chile,不适用,,2003,,html,N/A,es,C,access_pass,V1-S3-B03,metadata_and_summary,remote_only,,https://anales.uchile.cl/index.php/ANUC/article/view/3409
SRC-0052,B03-SRC-0009,Un événement poétique : le Canto General de Pablo Neruda,,Noël Salomon / Bulletin Hispanique (Persée),不适用,,1974,,html,N/A,fr,A,access_pass,V1-S3-B03,metadata_and_summary,remote_only,DOI 10.3406/hispa.1974.4141,https://www.persee.fr/doc/hispa_0007-4640_1974_num_76_1_4141
SRC-0053,B03-SRC-0010,« Veinte poemas de amor y una canción desesperada »,,Guillermo Araya / Bulletin Hispanique (Persée),不适用,,1982,,html,N/A,es,A,access_pass,V1-S3-B03,metadata_and_summary,remote_only,DOI 10.3406/hispa.1982.4464,https://www.persee.fr/doc/hispa_0007-4640_1982_num_84_1_4464
SRC-0054,B03-SRC-0011,Pablo Neruda – Facts,,NobelPrize.org (Nobel Prize Outreach),不适用,,,,html,N/A,en,B,access_pass,V1-S3-B03,metadata_and_summary,remote_only,,https://www.nobelprize.org/prizes/literature/1971/neruda/facts/
SRC-0055,B03-SRC-0012,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,,Centro Virtual Cervantes (Instituto Cervantes),不适用,,,,html,N/A,es,B,access_pass,V1-S3-B03,metadata_and_summary,remote_only,,https://cvc.cervantes.es/literatura/escritores/neruda/
SRC-0056,A01-SRC-0001,Gabriel García Márquez – Facts,,NobelPrize.org (Nobel Prize Outreach),不适用,,,,html,N/A,en,B,access_pass,V1-S4-A01,metadata_and_summary,remote_only,,https://www.nobelprize.org/prizes/literature/1982/marquez/facts/
SRC-0057,A01-SRC-0002,Cien años de soledad: a Macondo-América de Gabriel García Márquez como representação do continente latino-americano,,"Felipe de Paula Góis Vieira / Revista Eletrônica da ANPHLAC (Associação Nacional de Pós-Graduação em História, Brasil)",不适用,,2012,,html,N/A,pt,A,access_pass,V1-S4-A01,metadata_and_summary,remote_only,DOI 10.46752/anphlac.12.2012.1338,https://anphlac.emnuvens.com.br/anphlac/article/view/1338
SRC-0058,A01-SRC-0005,Julio Cortázar (1914-1984),,Juan E. Corradi / Telos (Telos Press),不适用,,1984,,html,N/A,en,B,access_pass,V1-S4-A01,metadata_and_summary,remote_only,,http://journal.telospress.com/content/1984/59/174
SRC-0059,A01-SRC-0006,El compromiso americano en la poesía de Neruda,,Eugenia Neves / Anales de la Universidad de Chile,不适用,,1999,,html,N/A,es,A,access_pass,V1-S4-A01,metadata_and_summary,remote_only,DOI 10.5354/0365-7779.1999.2485,https://anales.uchile.cl/index.php/ANUC/article/view/2485
SRC-0060,A01-SRC-0007,"Pablo Neruda, poesía y política",,Teodosio Fernández Rodríguez / América sin Nombre (Universidad de Alicante),不适用,,1999,,html,N/A,es,B,access_pass,V1-S4-A01,metadata_and_summary,remote_only,DOI 10.14198/amesn1999.1.04,https://americasinnombre.ua.es/article/view/2097
SRC-0061,A01-SRC-0008,Macchu Picchu as a symbol of Latin American borderlands in Pablo Neruda's «Alturas de Macchu Picchu»,,E. V. Pogadaeva / Vestnik of Kostroma State University,不适用,,2025,,html,N/A,en,B,access_pass,V1-S4-A01,metadata_and_summary,remote_only,DOI 10.34216/1998-0817-2025-31-4-157-164,https://vestnik.kosgos.ru/en/2025-vol-31-4/pogadaeva-ev-vestnik-2025-4-en.html
SRC-0062,A01-SRC-0009,"Arquitectura poética de ""alturas de macchu picchu""",,Françoise Perus / Atenea (Universidad de Concepción),不适用,,1972,,html,N/A,es,A,access_pass,V1-S4-A01,metadata_and_summary,remote_only,DOI 10.29393/at425-10apfp10010,https://revistas.udec.cl/index.php/atenea/article/view/21842
SRC-0063,A01-SRC-0010,L'écriture comme vérité historique potentielle (A propos de La guerra del fin del mundo de Mario Vargas Llosa),,Marie-José Hanaï / América. Cahiers du CRICCAL (Persée),不适用,,1994,,html,N/A,fr,A,access_pass,V1-S4-A01,metadata_and_summary,remote_only,DOI 10.3406/ameri.1994.1167,https://www.persee.fr/doc/ameri_0982-9237_1994_num_14_1_1167
SRC-0064,A02-RECHECK-SRC-0001,CVC. Gabriel García Márquez. Obra. Prosa,,Centro Virtual Cervantes (Instituto Cervantes),不适用,,,,html,N/A,es,B,access_pass,V1-S4-A02,metadata_and_summary,remote_only,,https://cvc.cervantes.es/actcult/garcia_marquez/obra/prosa.htm
SRC-0065,A02-RECHECK-SRC-0002,L'objet du désir dans « El Perseguidor » de Julio Cortázar（落地页脚注）,,"Amadeo López / América. Cahiers du CRICCAL n.18 (1997), Persée",不适用,,,,html,N/A,fr,A,access_pass,V1-S4-A02,metadata_and_summary,remote_only,DOI 10.3406/ameri.1997.1261,https://www.persee.fr/doc/ameri_0982-9237_1997_num_18_1_1261
SRC-0066,A02-RECHECK-SRC-0003,"Relatos : Bestiario, 1951, Las armas secretas, 1959, Final del juego, 1964, Todos los fuegos el fuego, 1966（BnF 目录记录，稳定 ark 页）",,Bibliothèque nationale de France,不适用,,,,html,N/A,fr,B,access_pass,V1-S4-A02,metadata_and_summary,remote_only,ark:/12148/cb352151483,https://catalogue.bnf.fr/ark:/12148/cb352151483
SRC-0067,A02-RECHECK-SRC-0004,Final del juego / Julio Cortazar（BnF 目录记录，稳定 ark 页）,,Bibliothèque nationale de France,不适用,,,,html,N/A,fr,B,access_pass,V1-S4-A02,metadata_and_summary,remote_only,ark:/12148/cb32969228j,https://catalogue.bnf.fr/ark:/12148/cb32969228j
SRC-0068,A02-RECHECK-SRC-0005,El Siglo de las luces / Alejo Carpentier（BnF 书目/权威标目记录页，稳定 ark 页）,,Bibliothèque nationale de France,不适用,,,,html,N/A,fr,B,access_pass,V1-S4-A02,metadata_and_summary,remote_only,ark:/12148/cb34819928j,https://catalogue.bnf.fr/ark:/12148/cb34819928j
SRC-0069,A02-RECHECK-SRC-0006,"Notice de personne « Cortázar, Julio (1914-1984) »（BnF 权威记录，稳定 ark 页）",,Bibliothèque nationale de France,不适用,,,,html,N/A,fr,B,access_pass,V1-S4-A02,metadata_and_summary,remote_only,ark:/12148/cb11897752d,https://catalogue.bnf.fr/ark:/12148/cb11897752d
SRC-0070,A02-RECHECK-SRC-0007,CVC. Pablo Neruda. Bibliografía,,Centro Virtual Cervantes (Instituto Cervantes),不适用,,,,html,N/A,es,B,access_pass,V1-S4-A02,metadata_and_summary,remote_only,,https://cvc.cervantes.es/literatura/escritores/neruda/bibliografia/default.htm
SRC-0071,A02-RECHECK-SRC-0008,Les Cristeros / Hugues Kéraly（BnF 目录记录，稳定 ark 页）,,Bibliothèque nationale de France,不适用,,,,html,N/A,fr,B,access_pass,V1-S4-A02,metadata_and_summary,remote_only,ark:/12148/cb348699962,https://catalogue.bnf.fr/ark:/12148/cb348699962
SRC-0072,A02-RECHECK-SRC-0009,Noviciado y apoteosis de Ti Noel en « El reino de este mundo » de Alejo Carpentier（落地页脚注）,,"Emma Susana Speratti Piñero / Bulletin Hispanique t.80 n.3-4 (1978), Persée",不适用,,,,html,N/A,fr,A,access_pass,V1-S4-A02,metadata_and_summary,remote_only,DOI 10.3406/hispa.1978.4259,https://www.persee.fr/doc/hispa_0007-4640_1978_num_80_3_4259
SRC-0073,A05-SRC-0001,Las relaciones peligrosas: niñas e indígenas en 'La semana de colores' de Elena Garro,,López-Luaces,不适用,Cincinnati Romance Review / University of Cincinnati,1998,,html,N/A,es,A,access_pass,V1-S4-A05,metadata_and_summary,remote_only,,https://scholar.uc.edu/concern/articles/nc580p15s
SRC-0074,A05-SRC-0003,"Símbolos, mitos y arquetipos en El gallo de oro de Juan Rulfo",,,不适用,Universidad Autónoma del Estado de México,2021,,html,N/A,es,A,access_pass,V1-S4-A05,metadata_and_summary,remote_only,,http://ri.uaemex.mx/handle/20.500.11799/111299
SRC-0075,,《百年孤独》五十周年西文版书目与内容介绍,Cien años de soledad (50 Aniversario),Gabriel García Márquez,,Vintage Español,2017,9780525562443,publisher_page,400,es,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9780525562443,https://www.penguinrandomhouse.com/books/196323/cien-anos-de-soledad-50-aniversario--one-hundred-years-of-solitude-by-gabriel-garcia-marquez/9780525562443/
SRC-0076,,《跳房子》书目与内容介绍,Hopscotch,Julio Cortázar,,Pantheon,1987,9780394752846,publisher_page,592,en,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9780394752846,https://www.penguinrandomhouse.com/books/32202/hopscotch-national-book-award-winner-by-julio-cortazar/
SRC-0077,,《消逝的足迹》书目与内容介绍,The Lost Steps,Alejo Carpentier,,Penguin Classics,2023,9780143133896,publisher_page,256,en,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9780143133896,https://www.penguinrandomhouse.com/books/599206/the-lost-steps-by-alejo-carpentier-translated-by-adrian-nathan-west-introduction-by-leonardo-padura/9780143133896/
SRC-0078,,《酒吧长谈》书目与内容介绍,Conversación en la catedral,Mario Vargas Llosa,,Debolsillo,2016,9788490625620,publisher_page,736,es,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9788490625620,https://www.penguinrandomhouse.com/books/579322/conversacion-en-la-catedral--conversation-in-the-cathedral-by-mario-vargas-llosa/
SRC-0080,,《一桩事先张扬的凶杀案》书目与阅读指南,Chronicle of a Death Foretold,Gabriel García Márquez,,Vintage,2003,9781400034710,publisher_reading_guide,128,en,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9781400034710,https://www.penguinrandomhouse.com/books/57980/chronicle-of-a-death-foretold-by-gabriel-garcia-marquez-translated-by-gregory-rabassa/9781400034710/
SRC-0081,,《世界末日之战》书目与内容介绍,La guerra del fin del mundo,Mario Vargas Llosa,,Debolsillo,2015,9788490625613,publisher_page,928,es,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9788490625613,https://www.penguinrandomhouse.com/books/579320/la-guerra-del-fin-del-mundo--the-war-of-the-end-of-the-world-by-mario-vargas-llosa/
SRC-0082,,《城市与狗》书目与内容介绍,La ciudad y los perros,Mario Vargas Llosa,,Debolsillo,2017,9788490625934,publisher_page,448,es,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9788490625934,https://www.penguinrandomhouse.com/books/579475/la-ciudad-y-los-perros--the-time-of-the-hero-by-mario-vargas-llosa/
SRC-0083,,《没有人给他写信的上校》书目与内容介绍,El coronel no tiene quien le escriba,Gabriel García Márquez,,Vintage Español,2010,9780307475442,publisher_page,112,es,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9780307475442,https://www.penguinrandomhouse.com/books/196926/el-coronel-no-tiene-quien-le-escriba--no-one-writes-to-the-colonel-and-other-stories-by-gabriel-garcia-marquez/
SRC-0084,,《佩德罗·巴拉莫》西文版书目与内容介绍,Pedro Páramo,Juan Rulfo,,Vintage Español,2019,9780525566526,publisher_page,144,es,B,access_pass,V2-N4-R04,metadata_and_paraphrase,remote_only,ISBN 9780525566526,https://www.penguinrandomhouse.com/books/605926/pedro-paramo-spanish-edition-by-juan-rulfo/
