candidate_id,entity_type,canonical_name_candidate,original_name,aliases,language,country_or_region,date_info,source_id,source_title,optional_locator,optional_evidence_note,confidence,issue_notes,extracted_by
B03-ENT-0012,place,利马,Lima,,es,秘鲁,,B03-SRC-0004,Mario Vargas Llosa – Facts,Facts 页,"Nobel：Died 13 April 2025, Lima；Ángulo 论文以小说作利马阐释",high,,EXT-AI-02
B03-ENT-0013,place,阿雷基帕,Arequipa,,es,秘鲁,,B03-SRC-0004,Mario Vargas Llosa – Facts,Facts 页,"Nobel：Born 28 March 1936, Arequipa, Peru",high,,EXT-AI-02
B03-ENT-0014,place,帕拉尔,Parral,,es,智利,,B03-SRC-0011,Pablo Neruda – Facts,Facts 页,"Nobel：Born 12 July 1904, Parral, Chile；CVC：生于帕拉尔",high,,EXT-AI-02
B03-ENT-0015,place,圣地亚哥,Santiago (de Chile),,es,智利,,B03-SRC-0011,Pablo Neruda – Facts,Facts 页,"Nobel：moved to Santiago（求学）；Died 23 September 1973, Santiago",high,,EXT-AI-02
B03-ENT-0016,place,马德里,Madrid,,es,西班牙,,B03-SRC-0004,Mario Vargas Llosa – Facts,Facts 页,Nobel：he spends most of his time in Madrid,high,,EXT-AI-02
B03-ENT-0017,movement,文学爆炸,boom latinoamericano,Boom,es,,,B03-SRC-0002,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez",论文摘要,Catedral Tomada：知识分子角色辩论在 Boom 中居中心，小说为 Boom 时期文本,high,与 S1 候选 CAND-MOV-0006/0059/0102/0150/0201 同名，需 Codex 合并,EXT-AI-02
B03-ENT-0018,movement,现代主义,modernismo,modernismo hispanoamericano,es,,,B03-SRC-0012,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC：聂鲁达早期诗集仍受现代主义影响,high,与 S1 候选 CAND-MOV-0052（西语美洲现代主义）同名，需 Codex 合并,EXT-AI-02
B03-ENT-0019,movement,先锋派,vanguardismo,vanguardia,es,,,B03-SRC-0012,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC：此后以先锋派意图进行三本小书的正式革新,high,与 S1 候选 CAND-MOV-0055 同名，需 Codex 合并,EXT-AI-02
B03-ENT-0020,theme,利马的困闭与逃避,encierro y evasión (Lima),,es,,,B03-SRC-0001,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa",论文摘要,Ángulo Recto：从小说提取寓言/象征元素作利马城市问题阐释,high,,EXT-AI-02
B03-ENT-0021,theme,知识分子的失败与公众角色,fracaso de los intelectuales,,es,,,B03-SRC-0002,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez",论文摘要,Catedral Tomada：Boom 时期知识分子的角色与失败表征,high,,EXT-AI-02
B03-ENT-0022,theme,殖民视角与去殖民思想,mirada colonial y pensamiento descolonial,,es,,,B03-SRC-0003,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa",论文摘要,Letral：小说瓦解殖民视角对拉美的解读，成为去殖民思想在文学话语上的先例,high,,EXT-AI-02
B03-ENT-0023,theme,爱情体验,experiencia del amor,,es,,,B03-SRC-0006,"La experiencia del amor en la obra de Pablo Neruda y Nizar Qabbani. Un estudio comparativo entre los dos poemarios: ""Veinte poemas de amor y una canción desesperada"" y ""Cien cartas de amor""",PDF 首页摘要,Kadhim & Shalan：比较两部诗集中爱情体验形成的异同,high,,EXT-AI-02
B03-ENT-0024,theme,大陆命运与美洲史诗,destino del continente (epopeya americana),,es,,,B03-SRC-0011,Pablo Neruda – Facts,Facts 页,Nobel：Canto General 为关于整个南美大陆的史诗；获奖理由“a continent's destiny and dreams”,high,双来源：B03-SRC-0011（Nobel）+ B03-SRC-0012（CVC“epopeya”）,EXT-AI-02
B03-ENT-0025,theme,政治与社会承诺,compromiso político y social,,es,,,B03-SRC-0012,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC：其诗从个人主义/封闭转为“社会与政治上更投入”（poesía comprometida）,high,,EXT-AI-02
B03-ENT-0026,event,卡努杜斯战争,Guerra de Canudos,Canudos,es,巴西,,B03-SRC-0003,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa",论文标题,Letral 标题“Canudos o la redención de los malditos”直接关联小说与卡努杜斯,medium,历史事件；年份（1896-1897）来源未直接显示；与小说无冻结关系词可表达“基于事件”，仅以事实/ISSUES 记录,EXT-AI-02
B03-ENT-0027,event,1973 年智利政变,derrocamiento de Salvador Allende (11 de septiembre de 1973),Golpe de Estado de 1973,es,智利,1973,B03-SRC-0012,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC：1973-09-11 宪法总统阿连德被推翻,high,,EXT-AI-02
B03-ENT-0028,character,劝世者,el Consejero,Antônio Conselheiro,es,巴西,,B03-SRC-0003,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa",论文摘要,Letral：Consejero 人物与整部小说瓦解殖民视角,medium,《世界末日之战》中心人物（通行对应 Antônio Conselheiro，别名待 Codex 核）,EXT-AI-02
B03-ENT-0029,person,玛丽亚·安东涅塔·阿吉雷,María Antonieta Aguirre,,es,智利,,B03-SRC-0012,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC：1930 年任爪哇（巴达维亚）领事期间与聂鲁达结婚（第一任妻子）,medium,,EXT-AI-02
B03-ENT-0030,person,德莉亚·德尔·卡里尔,Delia del Carril,,es,阿根廷,,B03-SRC-0012,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）,传记子页,CVC：第二任妻子（马德里时期经 Altolaguirre 介绍）,medium,,EXT-AI-02
B03-ENT-0031,institution,智利共产党,Partido Comunista de Chile,PCCh,es,智利,,B03-SRC-0011,Pablo Neruda – Facts,Facts 页,Nobel：a senator for the Communist Party of Chile；CVC：1945 年当选参议员,high,双来源：B03-SRC-0011 + B03-SRC-0012,EXT-AI-02
