entity_id,entity_type,name_zh,original_name,canonical_status,origin_count,origin_refs,normalization_basis,issue_codes
V1-ENT-0074,author,阿莱霍·卡彭铁尔,Alejo Carpentier,retained,1,B02-ENT-0003,B02 批次已通过实体层,NONE
V1-ENT-0075,work,《百年孤独》,Cien años de soledad,retained,1,B02-ENT-0004,B02 批次已通过实体层,NONE
V1-ENT-0076,work,《没有人给他写信的上校》,El coronel no tiene quien le escriba,retained,1,B02-ENT-0005,B02 批次已通过实体层,NONE
V1-ENT-0077,work,《一桩事先张扬的凶杀案》,Crónica de una muerte anunciada,retained,1,B02-ENT-0006,B02 批次已通过实体层,NONE
V1-ENT-0078,work,《跳房子》,Rayuela,retained,1,B02-ENT-0007,B02 批次已通过实体层,NONE
V1-ENT-0079,work,《人间王国》,El reino de este mundo,retained,1,B02-ENT-0008,B02 批次已通过实体层,NONE
V1-ENT-0080,work,《消逝的足迹》,Los pasos perdidos,retained,1,B02-ENT-0009,B02 批次已通过实体层,NONE
V1-ENT-0081,work,《光明世纪》,El siglo de las luces,retained,1,B02-ENT-0010,B02 批次已通过实体层,NONE
V1-ENT-0082,collection,《动物寓言集》,Bestiario,retained,1,B02-ENT-0011,B02 批次已通过实体层,NONE
V1-ENT-0083,collection,《游戏的终结》,Final del juego,retained,1,B02-ENT-0012,B02 批次已通过实体层,NONE
V1-ENT-0084,work,《另一个天空》,El otro cielo,retained,1,B02-ENT-0013,B02 批次已通过实体层,NONE
V1-ENT-0085,work,《口袋里发现的手稿》,Manuscrito hallado en un bolsillo,retained,1,B02-ENT-0014,B02 批次已通过实体层,NONE
V1-ENT-0086,adaptation,《水晶天空》,Der gläserne Himmel,retained,1,B02-ENT-0015,B02 批次已通过实体层,NONE
V1-ENT-0087,adaptation,《地下游戏》,Jogo subterraneo,retained,1,B02-ENT-0016,B02 批次已通过实体层,NONE
V1-ENT-0088,person,妮娜·格罗塞,Nina Grosse,retained,1,B02-ENT-0017,B02 批次已通过实体层,NONE
V1-ENT-0089,person,罗贝托·热尔维茨,Roberto Gervitz,retained,1,B02-ENT-0018,B02 批次已通过实体层,NONE
V1-ENT-0090,character,圣地亚哥·纳萨尔,Santiago Nasar,retained,1,B02-ENT-0019,B02 批次已通过实体层,NONE
V1-ENT-0091,character,上校（《没有人给他写信的上校》人物）,el coronel,retained,1,B02-ENT-0020,B02 批次已通过实体层,NONE
V1-ENT-0092,character,奥古斯丁,Agustín,retained,1,B02-ENT-0021,B02 批次已通过实体层,NONE
V1-ENT-0093,character,马康达尔,Mackandal,retained,1,B02-ENT-0022,B02 批次已通过实体层,NONE
V1-ENT-0094,character,亨利·克里斯托夫,Henri Christophe,retained,1,B02-ENT-0023,B02 批次已通过实体层,NONE
V1-ENT-0095,place,哥伦比亚,Colombia,retained,1,B02-ENT-0024,B02 批次已通过实体层,NONE
V1-ENT-0096,place,古巴,Cuba,retained,1,B02-ENT-0026,B02 批次已通过实体层,NONE
V1-ENT-0097,place,马孔多,Macondo,retained,1,B02-ENT-0027,B02 批次已通过实体层,NONE
V1-ENT-0098,place,阿卡塔卡,Aracataca,retained,1,B02-ENT-0028,B02 批次已通过实体层,NONE
V1-ENT-0099,movement,魔幻现实主义,realismo mágico,retained,1,B02-ENT-0029,B02 批次已通过实体层,NONE
V1-ENT-0100,movement,美洲神奇现实,lo real maravilloso,retained,1,B02-ENT-0030,B02 批次已通过实体层,NONE
V1-ENT-0101,movement,新巴洛克,neobarroco,retained,1,B02-ENT-0031,B02 批次已通过实体层,NONE
V1-ENT-0102,theme,伦理与人性,ética y condición humana,retained,1,B02-ENT-0032,B02 批次已通过实体层,NONE
V1-ENT-0103,theme,贫困与政治暴力,miseria y violencia política,retained,1,B02-ENT-0033,B02 批次已通过实体层,NONE
V1-ENT-0104,theme,罪责与真相的悬置,culpa y verdad suspendida,retained,1,B02-ENT-0034,B02 批次已通过实体层,NONE
V1-ENT-0105,theme,读者参与与反传统叙事,lector activo y narrativa anticanónica,retained,1,B02-ENT-0035,B02 批次已通过实体层,NONE
V1-ENT-0106,theme,梦境与现实的模糊,sueño y realidad,retained,1,B02-ENT-0036,B02 批次已通过实体层,NONE
V1-ENT-0107,theme,面具游戏与自我的折叠,juegos de máscaras y dobleces del yo,retained,1,B02-ENT-0037,B02 批次已通过实体层,NONE
V1-ENT-0108,theme,跨文化与美洲身份,transculturación e identidad latinoamericana,retained,1,B02-ENT-0038,B02 批次已通过实体层,NONE
V1-ENT-0109,theme,美洲与西方传统,América y tradición occidental,retained,1,B02-ENT-0039,B02 批次已通过实体层,NONE
V1-ENT-0110,theme,艺术、启蒙与现代性批判,"arte, Ilustración y crítica de la modernidad",retained,1,B02-ENT-0040,B02 批次已通过实体层,NONE
V1-ENT-0111,theme,城市浪漫与偶然,romance urbano y azar,retained,1,B02-ENT-0041,B02 批次已通过实体层,NONE
V1-ENT-0112,event,1982 年诺贝尔文学奖,Premio Nobel de Literatura 1982,retained,1,B02-ENT-0042,B02 批次已通过实体层,NONE
V1-ENT-0113,institution,塞万提斯学院,Instituto Cervantes,retained,1,B02-ENT-0043,B02 批次已通过实体层,NONE
V1-ENT-0114,author,马里奥·巴尔加斯·略萨,Mario Vargas Llosa,retained,1,B03-ENT-0001,B03 批次已通过实体层,NONE
V1-ENT-0115,author,巴勃罗·聂鲁达,Pablo Neruda,retained,1,B03-ENT-0002,B03 批次已通过实体层,NONE
V1-ENT-0116,work,《城市与狗》,La ciudad y los perros,retained,1,B03-ENT-0003,B03 批次已通过实体层,NONE
V1-ENT-0117,work,《酒吧长谈》,Conversación en La Catedral,retained,1,B03-ENT-0004,B03 批次已通过实体层,NONE
V1-ENT-0118,work,《世界末日之战》,La guerra del fin del mundo,retained,1,B03-ENT-0005,B03 批次已通过实体层,NONE
V1-ENT-0119,collection,《二十首情诗和一支绝望的歌》,Veinte poemas de amor y una canción desesperada,retained,1,B03-ENT-0006,A02-TC-0001/DEC-032 裁决：诗集以 collection 为准,TC-RESOLVED
V1-ENT-0120,collection,《大地上的居所》,Residencia en la tierra,retained,1,B03-ENT-0007,A02-TC-0002/DEC-032 裁决,TC-RESOLVED
V1-ENT-0121,collection,《漫歌》,Canto general,retained,1,B03-ENT-0008,A02-TC-0003/DEC-032 裁决,TC-RESOLVED
V1-ENT-0122,work,《马丘比丘高地》,Alturas de Macchu Picchu,retained,1,B03-ENT-0009,B03 批次已通过实体层,NONE
V1-ENT-0123,place,智利,Chile,retained,1,B03-ENT-0010,B03 批次已通过实体层,NONE
V1-ENT-0124,place,秘鲁,Perú,retained,1,B03-ENT-0011,B03 批次已通过实体层,NONE
V1-ENT-0125,place,利马,Lima,retained,1,B03-ENT-0012,B03 批次已通过实体层,NONE
V1-ENT-0126,place,阿雷基帕,Arequipa,retained,1,B03-ENT-0013,B03 批次已通过实体层,NONE
V1-ENT-0127,place,帕拉尔,Parral,retained,1,B03-ENT-0014,B03 批次已通过实体层,NONE
V1-ENT-0128,place,圣地亚哥,Santiago (de Chile),retained,1,B03-ENT-0015,B03 批次已通过实体层,NONE
V1-ENT-0129,place,马德里,Madrid,retained,1,B03-ENT-0016,B03 批次已通过实体层,NONE
V1-ENT-0130,movement,文学爆炸,boom latinoamericano,retained,1,B03-ENT-0017,B03 批次已通过实体层,NONE
V1-ENT-0131,movement,现代主义,modernismo,retained,1,B03-ENT-0018,B03 批次已通过实体层,NONE
V1-ENT-0132,movement,先锋派,vanguardismo,retained,1,B03-ENT-0019,B03 批次已通过实体层,NONE
V1-ENT-0133,theme,利马的困闭与逃避,encierro y evasión (Lima),retained,1,B03-ENT-0020,B03 批次已通过实体层,NONE
V1-ENT-0134,theme,知识分子的失败与公众角色,fracaso de los intelectuales,retained,1,B03-ENT-0021,B03 批次已通过实体层,NONE
V1-ENT-0135,theme,殖民视角与去殖民思想,mirada colonial y pensamiento descolonial,retained,1,B03-ENT-0022,B03 批次已通过实体层,NONE
V1-ENT-0136,theme,爱情体验,experiencia del amor,retained,1,B03-ENT-0023,B03 批次已通过实体层,NONE
V1-ENT-0137,theme,大陆命运与美洲史诗,destino del continente (epopeya americana),retained,1,B03-ENT-0024,B03 批次已通过实体层,NONE
V1-ENT-0138,theme,政治与社会承诺,compromiso político y social,retained,1,B03-ENT-0025,B03 批次已通过实体层,NONE
V1-ENT-0139,event,卡努杜斯战争,Guerra de Canudos,retained,1,B03-ENT-0026,B03 批次已通过实体层,NONE
V1-ENT-0140,event,1973 年智利政变,derrocamiento de Salvador Allende (11 de septiembre de 1973),retained,1,B03-ENT-0027,B03 批次已通过实体层,NONE
V1-ENT-0141,character,劝世者,el Consejero,retained,1,B03-ENT-0028,B03 批次已通过实体层；A02-TC-0013/A02 R1 REVIEW：文学人物 el Consejero 与历史人物 Antônio Conselheiro 保持不同引用,KEEP-SEPARATE
V1-ENT-0142,person,玛丽亚·安东涅塔·阿吉雷,María Antonieta Aguirre,retained,1,B03-ENT-0029,B03 批次已通过实体层,NONE
V1-ENT-0143,person,德莉亚·德尔·卡里尔,Delia del Carril,retained,1,B03-ENT-0030,B03 批次已通过实体层,NONE
V1-ENT-0144,institution,智利共产党,Partido Comunista de Chile,retained,1,B03-ENT-0031,B03 批次已通过实体层,NONE
V1-ENT-0145,author,卡洛斯·富恩特斯,Carlos Fuentes,retained,1,CAND-R1-ENT-01,WEB-CE-B01-R1 independent review PASS,NONE
V1-ENT-0146,work,《最明净的地区》,La región más transparente,retained,1,CAND-R1-ENT-02,WEB-CE-B01-R1 independent review PASS; Chinese title verified by library MARC,NONE
V1-ENT-0147,work,《阿尔特米奥·克罗斯之死》,La muerte de Artemio Cruz,retained,1,CAND-R1-ENT-03,WEB-CE-B01-R1 independent review PASS; Chinese edition year remains field-level HOLD,TRANSLATION-YEAR-HOLD
V1-ENT-0148,author,加夫列拉·米斯特拉尔,Gabriela Mistral,canonical,1,CAND-B-SRC-001,诺贝尔奖官网官方生平页核验（本名 Lucila Godoy Alcayaga；1889 比库尼亚出生，1957 纽约州 Hempstead 逝世）；主库 LIKE 自查（%Mistral%/%米斯特拉尔%）无同名实体,NONE
V1-ENT-0149,collection,《绝望集》,Desolación,canonical,1,CAND-B-SRC-003,"诺贝尔官网书目页（Desolación. – New York : Instituto de las Españas, 1922）；诗集层级=collection（原版诗集），不建中文版/合集为同名实体",NONE
V1-ENT-0150,collection,《柔情集》,Ternura,canonical,1,CAND-B-SRC-003,"诺贝尔官网书目页（Ternura : canciones de niños. – Madrid : Saturnino Calleja, 1924）；诗集层级=collection",NONE
V1-ENT-0151,collection,《塔拉集》,Tala,canonical,1,CAND-B-SRC-003,"诺贝尔官网书目页（Tala. – Buenos Aires : Sur, 1938）；诗集层级=collection",NONE
V1-ENT-0153,place,比库尼亚,Vicuña,canonical,1,CAND-B-SRC-001,"现实地点：智利科金博大区 Elqui 河谷城镇（诺贝尔页 Born: 7 April 1889, Vicuña, Chile）；新建 place 候选；坐标未核验——禁止伪造，留待 Geo 阶段以权威地理来源补入",coords_pending;geo_pending
V1-ENT-0154,work,《孤独的迷宫》,El laberinto de la soledad,new,2,CAND-C-SRC-001; CAND-C-SRC-004,诺贝尔官网 Facts 页与 poets.org 均以该原题指称；中文规范名《孤独的迷宫》以燕山 2014 版书名与馆藏统一题名为准,NONE
V1-ENT-0155,work,《弓与琴》,El arco y la lira,new,2,CAND-C-SRC-003; CAND-C-SRC-004,"原题由诺贝尔书目页英译本副题 ""(El arco y la lira)"" 与 poets.org 散文书目共同确认；中文规范名《弓与琴》以燕山 2014 版为准",NONE
V1-ENT-0156,work,《太阳石》,Piedra de sol,new,2,CAND-C-SRC-003; CAND-C-SRC-004,"诺贝尔书目页西语诗歌部 ""Piedra de sol. México: Tezontle, 1957"" 与 poets.org 书目确认；中文名《太阳石》待中译核验",NONE
V1-ENT-0158,work,《霍乱时期的爱情》,El amor en los tiempos del cólera,candidate,2,CAND-D-SRC-03;CAND-D-SRC-14,BnF 目录作者归名核验（1985 西语版）+ 中译书目核验（南海 2022 杨玲译）；与主库 LIKE 查重无同名实体；类型 work（长篇小说）,
V1-ENT-0159,work,《族长的秋天》,El otoño del patriarca,candidate,2,CAND-D-SRC-04;CAND-D-SRC-15,BnF 目录作者归名核验（1975 西语版）+ 中译书目核验（南海 2021 轩乐译）；查重无同名；类型 work（长篇小说）,
V1-ENT-0160,work,《绿房子》,La casa verde,candidate,2,CAND-D-SRC-06;CAND-D-SRC-16,BnF 目录作者归名核验（西语多版）+ 中译旧版核验（外国文学 1983 孙家孟/马林春译）；查重无同名；类型 work（长篇小说）,
V1-ENT-0161,work,《潘达雷昂上尉与劳军女郎》,Pantaleón y las visitadoras,candidate,2,CAND-D-SRC-07;CAND-D-SRC-17,BnF 目录记录核验（Seix Barral 1973）+ 中译书目核验（人民文学 2009 孙家孟译，2021 精装版译名《潘达雷昂上尉和劳军女郎》为别名）；查重无同名；类型 work（长篇小说）,
V1-ENT-0162,collection,《沙之书》,El libro de arena,candidate,2,CAND-D-SRC-01;CAND-D-SRC-12,BnF 目录作者归名核验（1975 西语版）+ 中译书目核验（上海译文 2015 王永年译）；查重无同名；类型 collection（短篇集）,
V1-ENT-0163,collection,《布罗迪报告》,El informe de Brodie,candidate,2,CAND-D-SRC-02;CAND-D-SRC-13,BnF 目录作者归名核验（合订本记录）+ 中译书目核验（上海译文 2015 王永年译）；查重无同名；类型 collection（短篇集）,
V1-ENT-0164,collection,《秘密武器》,Las armas secretas,candidate,2,SRC-0066（reuse）;CAND-D-SRC-05;CAND-D-SRC-18,BnF 记录（reuse:SRC-0066，标题含 'Las armas secretas，1959'）+ 补充 SRU 快照 + 中译合卷核验（《南方高速》南海 2017 收录）；查重无同名；类型 collection（短篇集）,
V1-ENT-0165,collection,《一百首爱情十四行诗》,Cien sonetos de amor,candidate,2,CAND-D-SRC-08;CAND-D-SRC-20,BnF 目录作者归名核验 + 繁体译本核验（九歌 1999 陈黎/张芬龄译）；中译名采用 packet 名《一百首爱情十四行诗》，别名《一百首爱的十四行诗》《聶魯達一百首愛的十四行詩》；查重与既有《二十首情诗和一支绝望的歌》（V1-ENT-0119）为不同作品；类型 collection（诗集）,
V1-ENT-0166,collection,《隐秘的幸福》,Felicidade clandestina,candidate,2,CAND-D-SRC-09;CAND-D-SRC-19,BnF 目录记录核验（Rio de Janeiro : Sabiá，1971，标 contos）+ 中译书目核验（人民文学 2018 闵雪飞译）；查重无同名；类型 collection（短篇集）；注意中译单行本为精选集（篇目覆盖待核）,
V1-ENT-0167,collection,《时间之战》,Guerra del tiempo,new,1,CAND-PM-SRC-02,BnF 目录题名 Guerra del tiempo (y otros relatos) 与中译书名《时间之战》对应;中文名以人民文学 2021 版为准,NONE
V1-ENT-0168,work,《追击》,El acoso,new,1,CAND-PM-SRC-01,BnF 目录题名 El Acoso 与中译书名《追击》对应;中文名以人民文学 2025 版/中央编译 2004 版为准,NONE
V1-ENT-0169,work,《奥拉》,Aura,candidate,1,CAND-HY3-SRC-01,ELEM 书目确认 Carlos Fuentes 作品 Aura（首版 Ediciones Era 1962）；中文通行译名《奥拉》按通行译法,NONE
V1-ENT-0170,author,米格尔·安赫尔·阿斯图里亚斯,Miguel Ángel Asturias,candidate,2,CAND-B02-MIGUEL-AUTHOR,B02 official/academy source identity check; Chinese display name is a reader-facing canonical candidate,NONE
V1-ENT-0171,author,伊莎贝尔·阿连德,Isabel Allende,candidate,2,CAND-B02-ISABEL-AUTHOR,B02 official/academy source identity check; Chinese display name is a reader-facing canonical candidate,NONE
V1-ENT-0172,author,豪尔赫·亚马多,Jorge Amado,candidate,2,CAND-B02-JORGE-AUTHOR,B02 official/academy source identity check; Chinese display name is a reader-facing canonical candidate,NONE
V1-ENT-0173,work,《总统先生》,El Señor Presidente,candidate,1,CAND-B02-V1-ENT-0173-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0174,work,《玉米人》,Hombres de maíz,candidate,1,CAND-B02-V1-ENT-0174-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0175,collection,《危地马拉传说》,Leyendas de Guatemala,candidate,1,CAND-B02-V1-ENT-0175-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0176,work,《幽灵之家》,La casa de los espíritus,candidate,1,CAND-B02-V1-ENT-0176-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0177,work,《爱情与阴影》,De amor y de sombras,candidate,1,CAND-B02-V1-ENT-0177-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0178,work,《伊娃·露娜》,Eva Luna,candidate,1,CAND-B02-V1-ENT-0178-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0179,work,《弗洛尔和她的两个丈夫》,Dona Flor e seus dois maridos,candidate,1,CAND-B02-V1-ENT-0179-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0180,work,《加布里埃拉》,"Gabriela, cravo e canela",candidate,1,CAND-B02-V1-ENT-0180-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
V1-ENT-0181,work,《沙滩船长》,Capitães da Areia,candidate,1,CAND-B02-V1-ENT-0181-WORK,B02 source-backed original title and Chinese display title; translation metadata is intentionally not a gate,NONE
