entity_id,entity_type,original_name,current_name_zh,proposed_name_zh,display_name_status,current_evidence,issue_type,recommended_action,audit_decision,confidence,requires_research,priority,core_scope,origin_batch,notes
V1-ENT-0054,place,Ixtepec,伊斯特佩克,伊斯特佩克,canonical_candidate,B01-ENT-0026,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0055,place,Comala,科马拉,科马拉,canonical_candidate,B01-ENT-0027,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0056,place,Ciudad de México,墨西哥城,墨西哥城,canonical_candidate,B01-ENT-0028,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0057,place,San Gabriel,圣加布里埃尔,圣加布里埃尔,canonical_candidate,B01-ENT-0029,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0058,person,Arturo Ripstein,阿图罗·里普斯坦,阿图罗·里普斯坦,canonical_candidate,B01-ENT-0030,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0059,author,Octavio Paz,奥克塔维奥·帕斯,奥克塔维奥·帕斯,canonical_candidate,B01-ENT-0031,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0060,institution,Fondo de Cultura Económica,经济文化基金出版社,经济文化基金出版社,canonical_candidate,B01-ENT-0032,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0061,institution,Joaquín Mortiz,华金·莫蒂斯出版社,华金·莫蒂斯出版社,canonical_candidate,B01-ENT-0033,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0062,institution,Universidad Nacional Autónoma de México,墨西哥国立自治大学,墨西哥国立自治大学,canonical_candidate,B01-ENT-0034,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0063,institution,Instituto Nacional Indigenista,墨西哥国立原住民研究所,墨西哥国立原住民研究所,canonical_candidate,B01-ENT-0035,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0064,movement,novela de la Revolución Mexicana,墨西哥革命小说,墨西哥革命小说,canonical_candidate,B01-ENT-0036,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0065,event,Guerra Cristera,基督战争,基督战争,canonical_candidate,B01-ENT-0037,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0066,event,Movimiento de 1968 y exilio de Elena Garro,1968 年特拉特洛尔科事件与加罗流亡,1968 年特拉特洛尔科事件与加罗流亡,canonical_candidate,B01-ENT-0038,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0067,theme,tiempo e historia,时间与历史,时间与历史,canonical_candidate,B01-ENT-0040,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0068,theme,violencia y lenguaje,暴力与语言,暴力与语言,canonical_candidate,B01-ENT-0041,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0069,theme,el silencio,沉默,沉默,canonical_candidate,B01-ENT-0042,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0070,theme,Revolución y Cristiada,革命与基督战争,革命与基督战争,canonical_candidate,B01-ENT-0043,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0071,theme,campo y posrevolución,乡村与革命后的土地,乡村与革命后的土地,canonical_candidate,B01-ENT-0044,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0072,author,Gabriel García Márquez,加西亚·马尔克斯,加西亚·马尔克斯,canonical_candidate,B02-ENT-0001,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0073,author,Julio Cortázar,胡利奥·科塔萨尔,胡利奥·科塔萨尔,canonical_candidate,B02-ENT-0002,translation/spelling variant,retain current label; record governance disposition,ALIAS,high,no,P0,formal_public,legacy/master governance,"retain charter-approved 胡利奥·科塔萨尔; roadmap variant 胡里奥 is only a future alias candidate, and the current schema has no alias field"
V1-ENT-0074,author,Alejo Carpentier,阿莱霍·卡彭铁尔,阿莱霍·卡彭铁尔,canonical_candidate,B02-ENT-0003,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0075,work,Cien años de soledad,《百年孤独》,《百年孤独》,canonical_candidate,B02-ENT-0004,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0076,work,El coronel no tiene quien le escriba,《没有人给他写信的上校》,《没有人给他写信的上校》,canonical_candidate,B02-ENT-0005,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0077,work,Crónica de una muerte anunciada,《一桩事先张扬的凶杀案》,《一桩事先张扬的凶杀案》,canonical_candidate,B02-ENT-0006,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0078,work,Rayuela,《跳房子》,《跳房子》,canonical_candidate,B02-ENT-0007,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0079,work,El reino de este mundo,《人间王国》,《人间王国》,canonical_candidate,B02-ENT-0008,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0080,work,Los pasos perdidos,《消逝的足迹》,《消逝的足迹》,canonical_candidate,B02-ENT-0009,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0081,work,El siglo de las luces,《光明世纪》,《光明世纪》,canonical_candidate,B02-ENT-0010,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0082,collection,Bestiario,《动物寓言集》,《动物寓言集》,canonical_candidate,B02-ENT-0011,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0083,collection,Final del juego,《游戏的终结》,《游戏的终结》,canonical_candidate,B02-ENT-0012,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0084,work,El otro cielo,《另一个天空》,《另一个天空》,canonical_candidate,B02-ENT-0013,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0085,work,Manuscrito hallado en un bolsillo,《口袋里发现的手稿》,《口袋里发现的手稿》,canonical_candidate,B02-ENT-0014,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0086,adaptation,Der gläserne Himmel,《水晶天空》,《水晶天空》,canonical_candidate,B02-ENT-0015,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0087,adaptation,Jogo subterraneo,《地下游戏》,《地下游戏》,canonical_candidate,B02-ENT-0016,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0088,person,Nina Grosse,妮娜·格罗塞,妮娜·格罗塞,canonical_candidate,B02-ENT-0017,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0089,person,Roberto Gervitz,罗贝托·热尔维茨,罗贝托·热尔维茨,canonical_candidate,B02-ENT-0018,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0090,character,Santiago Nasar,圣地亚哥·纳萨尔,圣地亚哥·纳萨尔,canonical_candidate,B02-ENT-0019,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0091,character,el coronel,上校（《没有人给他写信的上校》人物）,上校（《没有人给他写信的上校》人物）,canonical_candidate,B02-ENT-0020,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0092,character,Agustín,奥古斯丁,奥古斯丁,canonical_candidate,B02-ENT-0021,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0093,character,Mackandal,马康达尔,马康达尔,canonical_candidate,B02-ENT-0022,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0094,character,Henri Christophe,亨利·克里斯托夫,亨利·克里斯托夫,canonical_candidate,B02-ENT-0023,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0095,place,Colombia,哥伦比亚,哥伦比亚,canonical_candidate,B02-ENT-0024,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0096,place,Cuba,古巴,古巴,canonical_candidate,B02-ENT-0026,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0097,place,Macondo,马孔多,马孔多,canonical_candidate,B02-ENT-0027,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0098,place,Aracataca,阿卡塔卡,阿卡塔卡,canonical_candidate,B02-ENT-0028,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0099,movement,realismo mágico,魔幻现实主义,魔幻现实主义,canonical_candidate,B02-ENT-0029,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0100,movement,lo real maravilloso,美洲神奇现实,美洲神奇现实,canonical_candidate,B02-ENT-0030,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0101,movement,neobarroco,新巴洛克,新巴洛克,canonical_candidate,B02-ENT-0031,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0102,theme,ética y condición humana,伦理与人性,伦理与人性,canonical_candidate,B02-ENT-0032,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0103,theme,miseria y violencia política,贫困与政治暴力,贫困与政治暴力,canonical_candidate,B02-ENT-0033,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0104,theme,culpa y verdad suspendida,罪责与真相的悬置,罪责与真相的悬置,canonical_candidate,B02-ENT-0034,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0105,theme,lector activo y narrativa anticanónica,读者参与与反传统叙事,读者参与与反传统叙事,canonical_candidate,B02-ENT-0035,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0106,theme,sueño y realidad,梦境与现实的模糊,梦境与现实的模糊,canonical_candidate,B02-ENT-0036,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0107,theme,juegos de máscaras y dobleces del yo,面具游戏与自我的折叠,面具游戏与自我的折叠,canonical_candidate,B02-ENT-0037,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0108,theme,transculturación e identidad latinoamericana,跨文化与美洲身份,跨文化与美洲身份,canonical_candidate,B02-ENT-0038,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0109,theme,América y tradición occidental,美洲与西方传统,美洲与西方传统,canonical_candidate,B02-ENT-0039,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0110,theme,"arte, Ilustración y crítica de la modernidad",艺术、启蒙与现代性批判,艺术、启蒙与现代性批判,canonical_candidate,B02-ENT-0040,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0111,theme,romance urbano y azar,城市浪漫与偶然,城市浪漫与偶然,canonical_candidate,B02-ENT-0041,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0112,event,Premio Nobel de Literatura 1982,1982 年诺贝尔文学奖,1982 年诺贝尔文学奖,canonical_candidate,B02-ENT-0042,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0113,institution,Instituto Cervantes,塞万提斯学院,塞万提斯学院,canonical_candidate,B02-ENT-0043,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0114,author,Mario Vargas Llosa,马里奥·巴尔加斯·略萨,马里奥·巴尔加斯·略萨,canonical_candidate,B03-ENT-0001,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0115,author,Pablo Neruda,巴勃罗·聂鲁达,巴勃罗·聂鲁达,canonical_candidate,B03-ENT-0002,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0116,work,La ciudad y los perros,《城市与狗》,《城市与狗》,canonical_candidate,B03-ENT-0003,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0117,work,Conversación en La Catedral,《酒吧长谈》,《酒吧长谈》,canonical_candidate,B03-ENT-0004,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0118,work,La guerra del fin del mundo,《世界末日之战》,《世界末日之战》,canonical_candidate,B03-ENT-0005,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0119,collection,Veinte poemas de amor y una canción desesperada,《二十首情诗和一支绝望的歌》,《二十首情诗和一支绝望的歌》,canonical_candidate,B03-ENT-0006,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0120,collection,Residencia en la tierra,《大地上的居所》,《大地上的居所》,canonical_candidate,B03-ENT-0007,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0121,collection,Canto general,《漫歌》,《漫歌》,canonical_candidate,B03-ENT-0008,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0122,work,Alturas de Macchu Picchu,《马丘比丘高地》,《马丘比丘高地》,canonical_candidate,B03-ENT-0009,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0123,place,Chile,智利,智利,canonical_candidate,B03-ENT-0010,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0124,place,Perú,秘鲁,秘鲁,canonical_candidate,B03-ENT-0011,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0125,place,Lima,利马,利马,canonical_candidate,B03-ENT-0012,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0126,place,Arequipa,阿雷基帕,阿雷基帕,canonical_candidate,B03-ENT-0013,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0127,place,Parral,帕拉尔,帕拉尔,canonical_candidate,B03-ENT-0014,none,retain,PASS,high,no,P2,research_only,legacy/master governance,
V1-ENT-0128,place,Santiago (de Chile),圣地亚哥,圣地亚哥,canonical_candidate,B03-ENT-0015,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0129,place,Madrid,马德里,马德里,canonical_candidate,B03-ENT-0016,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0130,movement,boom latinoamericano,文学爆炸,文学爆炸,canonical_candidate,B03-ENT-0017,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0131,movement,modernismo,现代主义,现代主义,canonical_candidate,B03-ENT-0018,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0132,movement,vanguardismo,先锋派,先锋派,canonical_candidate,B03-ENT-0019,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0133,theme,encierro y evasión (Lima),利马的困闭与逃避,利马的困闭与逃避,canonical_candidate,B03-ENT-0020,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0134,theme,fracaso de los intelectuales,知识分子的失败与公众角色,知识分子的失败与公众角色,canonical_candidate,B03-ENT-0021,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0135,theme,mirada colonial y pensamiento descolonial,殖民视角与去殖民思想,殖民视角与去殖民思想,canonical_candidate,B03-ENT-0022,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0136,theme,experiencia del amor,爱情体验,爱情体验,canonical_candidate,B03-ENT-0023,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0137,theme,destino del continente (epopeya americana),大陆命运与美洲史诗,大陆命运与美洲史诗,canonical_candidate,B03-ENT-0024,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0138,theme,compromiso político y social,政治与社会承诺,政治与社会承诺,canonical_candidate,B03-ENT-0025,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0139,event,Guerra de Canudos,卡努杜斯战争,卡努杜斯战争,canonical_candidate,B03-ENT-0026,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0140,event,derrocamiento de Salvador Allende (11 de septiembre de 1973),1973 年智利政变,1973 年智利政变,canonical_candidate,B03-ENT-0027,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0141,character,el Consejero,劝世者,劝世者,canonical_candidate,B03-ENT-0028,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0142,person,María Antonieta Aguirre,玛丽亚·安东涅塔·阿吉雷,玛丽亚·安东涅塔·阿吉雷,canonical_candidate,B03-ENT-0029,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0143,person,Delia del Carril,德莉亚·德尔·卡里尔,德莉亚·德尔·卡里尔,canonical_candidate,B03-ENT-0030,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0144,institution,Partido Comunista de Chile,智利共产党,智利共产党,canonical_candidate,B03-ENT-0031,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0145,author,Carlos Fuentes,卡洛斯·富恩特斯,卡洛斯·富恩特斯,canonical_candidate,CAND-R1-ENT-01,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0146,work,La región más transparente,《最明净的地区》,《最明净的地区》,canonical_candidate,CAND-R1-ENT-02,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0147,work,La muerte de Artemio Cruz,《阿尔特米奥·克罗斯之死》,《阿尔特米奥·克罗斯之死》,canonical_candidate,CAND-R1-ENT-03,none,retain,PASS,high,no,P3,research_only,legacy/master governance,
V1-ENT-0148,author,Gabriela Mistral,加夫列拉·米斯特拉尔,加夫列拉·米斯特拉尔,canonical_candidate,CAND-B-SRC-001,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
V1-ENT-0149,collection,Desolación,《绝望集》,《绝望集》,canonical_candidate,CAND-B-SRC-003,none,retain,PASS,high,no,P0,formal_public,legacy/master governance,
