author_id,author_name,candidate_work,original_title,old_priority,current_priority,already_in_db,possible_overlap,coverage_reason,source_status,route,notes
V1-ENT-0145,卡洛斯·富恩特斯,《戴假面具的日子》(Chinese display name requires verification),Los días enmascarados,P2,P2,no_exact_current_master_match,none,首部作品，含名篇《查克·穆尔》(Chac Mool)，是中文读者对富恩特斯短篇认知的主入口。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0145,卡洛斯·富恩特斯,《良心的好日子》(Chinese display name requires verification),Las buenas conciencias,P2,P2,no_exact_current_master_match,none,早期现实主义双璧之一，与《最明净的地区》对照呈现其写作光谱。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0145,卡洛斯·富恩特斯,《新西班牙美洲小说》(Chinese display name requires verification),La nueva novela hispanoamericana,P3,P3,no_exact_current_master_match,none,"""文学爆炸""纲领性批评文献，可与图内其他爆炸期作家建立理论关联。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0145,卡洛斯·富恩特斯,《克里斯托瓦尔·诺纳托》(Chinese display name requires verification),Cristóbal Nonato,P3,P3,no_exact_current_master_match,none,"后期狂欢化代表作，完成其""墨西哥全景""书写。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0249,塞尔希奥·皮托尔,《逃逸的艺术》,El arte de la fuga,P0,P0,no_exact_current_master_match,none,皮托尔最负盛名的单本书，塞万提斯奖评委援引的核心成果；中文媒体（光明日报）早已以《逃逸的艺术》称引此书，是其在中文世界被认知的第一入口。,SOURCE_REVERIFY_IN_WCD07,WCD-07A,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0249,塞尔希奥·皮托尔,《维也纳的魔术师》(Chinese display name requires verification),El mago de Viena,P1,P1,no_exact_current_master_match,none,"""记忆三部曲""第三部，中欧记忆与文学回忆录的完成篇；与《逃逸的艺术》合并构成皮托尔经典形象。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0249,塞尔希奥·皮托尔,《旅程》(Chinese display name requires verification),El viaje,P2,P2,no_exact_current_master_match,none,三部曲中唯二的虚构类作品（两名墨西哥知识分子的去古巴旅程），补齐三部曲全貌。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0250,胡安·何塞·阿雷奥拉,《多样的发明》(Chinese display name requires verification),Varia invención,P1,P1,no_exact_current_master_match,none,"阿雷奥拉1949年的第一本书；墨西哥国家声像馆(Fonoteca Nacional)称其最佳短篇尽在《多样的发明》与《孔法布拉里奥》""两本完美之书""，后者 DB 已收，前者缺席即半壁缺失。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0250,胡安·何塞·阿雷奥拉,《我实在告诉你们》(Chinese display name requires verification),En verdad os digo,P3,P3,no_exact_current_master_match,none,晚期短篇集，含科幻讽刺名篇，属完善性扩展。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0260,埃莱娜·波尼亚托夫斯卡,《什么都没有，没有人在》(Chinese display name requires verification),"Nada, nadie: las voces del temblor",P1,P1,no_exact_current_master_match,none,"1985年墨西哥城大地震的证言记录，与《特拉特洛尔科之夜》并为其""集体见证文学""双峰，2013年塞万提斯奖授奖词语境中的核心作品。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0260,埃莱娜·波尼亚托夫斯卡,《沉默是坚固的》(Chinese display name requires verification),Fuerte es el silencio,P2,P2,no_exact_current_master_match,none,收录为不公死者发声的代表性报道文（如加西亚·马尔克斯在《一个海难幸存者的故事》类对话传统中的对照文本），学界视为其纪事文学定义性集子。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0260,埃莱娜·波尼亚托夫斯卡,《天空之肤》(Chinese display name requires verification),La piel del cielo,P2,P2,no_exact_current_master_match,none,阿尔法瓜拉小说奖(2001)得主，其纯粹长篇小说的最高国际荣誉。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0260,埃莱娜·波尼亚托夫斯卡,《莱奥诺拉》(Chinese display name requires verification),Leonora,P2,P2,no_exact_current_master_match,none,"为超现实主义画家莱奥诺拉·卡林顿作传，获2011年""文库短篇""奖；可与其图内墨西哥艺术文化网络互链。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0260,埃莱娜·波尼亚托夫斯卡,《亲爱的迭戈，基埃拉拥抱你》(Chinese display name requires verification),"Querido Diego, te abraza Quiela",P3,P3,no_exact_current_master_match,none,致迭戈·里维拉的书信体中篇，可建立与壁画家网络的跨作者关联。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0261,何塞·埃米利奥·帕切科,《迟早》(Chinese display name requires verification),Tarde o temprano,P2,P2,no_exact_current_master_match,none,"帕切科诗歌的通行定本（多次增订再版，1980/1986/2000/2009），""不要问我时间如何流逝""等名句的正式归宿；作为诗歌作家页应以该集收束。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0261,何塞·埃米利奥·帕切科,《你将死于远方》(Chinese display name requires verification),Morirás lejos,P2,P2,no_exact_current_master_match,none,"帕切科唯一长篇，被视为拉丁美洲第一部以纳粹大屠杀/犹太迫害为题材的小说，拼图式结构独树一帜；其""沙漠中的战斗""以外的另一极。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0261,何塞·埃米利奥·帕切科,《夜的元素》(Chinese display name requires verification),Los elementos de la noche,P3,P3,no_exact_current_master_match,none,首部诗集，1958–1962年习作期定音之作。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0345,瓜达卢佩·内特尔,《我出生的身体》(Chinese display name requires verification),El cuerpo en que nací,P2,P2,no_exact_current_master_match,none,内特尔国际传播最广的书之一（英译 The Body Where I Was Born，法译版行销法语圈），身体与成长叙事的代表作。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0345,瓜达卢佩·内特尔,《冬天之后》(Chinese display name requires verification),Después del invierno,P2,P2,no_exact_current_master_match,none,2014年埃拉尔德小说奖(Herralde)得主，西语世界主流认可的关键节点。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0345,瓜达卢佩·内特尔,《客人》(Chinese display name requires verification),El huésped,P2,P2,no_exact_current_master_match,none,"处女作（埃拉尔德奖决选），与《我出生的身体》被学界并读为""墨西哥政治内景""镜像。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0322,索尔·胡安娜·伊内斯·德·拉·克鲁斯,《卡斯塔利亚的泛滥》(Chinese display name requires verification),Inundación castálida,P1,P1,no_exact_current_master_match,none,"1689年马德里出版的第一部书，收《男人们多愚蠢地指责……》等名篇，是其""十缪斯""声誉的欧洲亮相；诗歌总量呈现必须依赖此集。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0322,索尔·胡安娜·伊内斯·德·拉·克鲁斯,《一宅之难》(Chinese display name requires verification),"Los empeños de una casa (c.1683, secular comedy)",P1,P1,no_exact_current_master_match,none,索尔·胡安娜世俗喜剧的代表作（披风剑客题材，为总督夫妇委任而作并亲自参与排演）；DB 现有《爱情是更大的迷宫》系合著作品，独力完成的世俗戏剧代表作应以此为准。,SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0322,索尔·胡安娜·伊内斯·德·拉·克鲁斯,《令人钦佩的信》(Chinese display name requires verification),Carta atenagórica,P2,P2,no_exact_current_master_match,none,"批驳维耶拉的布道之作，正是它招致《答索尔·菲洛特娅》——两者须成对出现才能讲清""寂静""事件。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0322,索尔·胡安娜·伊内斯·德·拉·克鲁斯,《神圣的那耳喀索斯》(Chinese display name requires verification),El divino Narciso,P3,P3,no_exact_current_master_match,none,其三部圣礼剧中最具原创性者，序赞(loa)引入阿兹特克宗教场景，殖民语境的独特文本。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0170,米格尔·安赫尔·阿斯图里亚斯,《穆拉塔》(Chinese display name requires verification),Mulata de tal,P1,P1,no_exact_current_master_match,none,"公认其""最后一部真正意义上的大书""，玛雅神话与天主教象征熔铸的寓言（获西拉·马吉卡奖），1967年诺贝尔奖语境下其三大小说之一；缺此则""魔幻神话""一脉只剩《玉米人》。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0224,鲁文·达里奥,《稀有者们》(Chinese display name requires verification),Los raros,P3,P3,no_exact_current_master_match,none,论洛特雷阿蒙、马拉美等的批评集，现代主义接受史的起点文献，可与其他作家条目建立批评史互链。,SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0224,鲁文·达里奥,《游吟之歌》(Chinese display name requires verification),El canto errante,P3,P3,no_exact_current_master_match,none,"晚期第四本诗集，""生命与希望之歌""之后的余脉，扩展项。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0225,何塞·马蒂,Chinese display name requires verification(常见译法《自由的诗》),Versos libres,P0,P0,no_exact_current_master_match,none,"与《伊斯梅利约》《纯朴的诗》并列为马蒂三大诗集且常被批评界视为其最高诗歌成就——Britannica人物条称其""展现深沉感受力与独创的诗性视野"",现代主义文学条并提两集""innovative, subtle, and powerful"";写得最早、身后18年才出版,是""诗人的马蒂""不可缺席的一极;DB现缺其三而存其二,属正典性遗漏。",SOURCE_REVERIFY_IN_WCD07,WCD-07A,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0225,何塞·马蒂,"Chinese display name requires verification(常见译法《黄金时代》,注意与王小波同名书区分)",La Edad de Oro,P1,P1,no_exact_current_master_match,none,"马蒂献给""美洲的孩子们""的图文月刊(1889年7–10月共4期),古巴国民读物与其世界形象的一部分,官方何塞·马蒂门户专文称其""面向未来的作品"";也是中国读者(尤其青少年向)最易进入的马蒂文本。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0225,何塞·马蒂,Chinese display name requires verification(常见译法《不祥的友谊/露西亚·赫雷斯》),Lucía Jerez / Amistad funesta,P2,P2,no_exact_current_master_match,none,"马蒂唯一小说(初载纽约《El Latinoamericano》连载,初名《不祥的友谊》,再版改题),19世纪古巴文学的参照文本之一,可补齐作者体裁版图。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0225,何塞·马蒂,"以""选段/选集""入图价值有限;若地图单设""马蒂的新闻与随笔""主题可升级。",Diarios (1895 campaign diaries)、单篇名文(Emerson/Whitman/Bolívar)与纽约新闻写作,DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0074,阿莱霍·卡彭铁尔,常见译法《巴罗克协奏曲》(豆瓣书评与介绍文章已通用此名;暂无中译本),Concierto barroco,P1,P1,no_exact_current_master_match,none,"卡彭铁尔国际辨识度最高的晚期中篇(维瓦尔第以阿兹特克国王蒙特祖玛为题材创作歌剧《蒙特祖玛》),把其""神奇现实/新巴洛克""音乐诗学推到极致,Britannica为其设独立条目,常与三大长篇并列;作家页缺它则晚期完全失重。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0074,阿莱霍·卡彭铁尔,Chinese display name requires verification(常见译法《竖琴与阴影》),El arpa y la sombra,P2,P2,no_exact_current_master_match,none,"绝笔长篇,以哥伦布三次请封圣为主线(教皇/哥伦布/修女三声部),是1992年五百周年前后西语世界重估""发现""叙事的标志性文本,Britannica明确记为其最后一部小说。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0074,阿莱霍·卡彭铁尔,Chinese display name requires verification,El recurso del método,P2,P2,no_exact_current_master_match,none,"晚期四部曲开篇,拉美""独裁者小说""谱系的重要一环,巴洛克政治讽刺长篇,与其历史题材双峰《光明世纪》互补。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0074,阿莱霍·卡彭铁尔,Chinese display name requires verification(常见译法《春之祭》),La consagración de la primavera,P3,P3,no_exact_current_master_match,none,"其篇幅最大的战争小说(西班牙内战+古巴革命双线,以斯特拉文斯基《春之祭》为结构),雄心最大而传播最弱,补完晚期即可。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0074,阿莱霍·卡彭铁尔,"处女作,黑人主义时期实验,史料意义大于阅读价值,除非地图需要""卡彭铁尔起点""叙事。",¡Écue-Yamba-O! (1933),DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0310,尼古拉斯·纪廉,Chinese display name requires verification(常见译法《给士兵的歌·给游客的颂调》),Cantos para soldados y sones para turistas,P1,P1,no_exact_current_master_match,none,"纪廉从黑人主义走向社会抗议的转折与成熟标志:题献给被士兵杀害的父亲,含传世名篇《士兵,学会射击》,对游客路线的讽刺直指殖民经济;Britannica设独立条目,Biblioteca Virtual Miguel de Cervantes有全文。DB缺它则""松调三部曲""之后整个诗学转向无据。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
V1-ENT-0310,尼古拉斯·纪廉,Chinese display name requires verification(常见译法《我有》),Tengo,P2,P2,no_exact_current_master_match,none,"革命后纪廉最重要的诗集,同名诗《Tengo》为其传诵最广的晚期诗篇(EPdLP:""表达对革命古巴的喜悦""),是呈现诗人后半程面貌的钥匙。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0310,尼古拉斯·纪廉,Chinese display name requires verification,El son entero,P2,P2,no_exact_current_master_match,none,"40年代成熟期总结之作,与1937年双作共同构成其经典核心;美国国会图书馆《全诗》两卷本将其列为承前启后的位置。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0310,尼古拉斯·纪廉,Chinese display name requires verification,La paloma de vuelo popular,P3,P3,no_exact_current_master_match,none,"50年代代表诗集,其中政治抒情诗在拉美传唱度高,国会图书馆《全诗》第二卷收录。",SOURCE_REVERIFY_IN_WCD07,WCD-07C,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0310,尼古拉斯·纪廉,补完项。,"Elegías (1938–58), Poemas de amor (1964), El gran zoo (1967), La rueda dentada (1972), El diario que a diario",DEFER,DEFER,no_exact_current_master_match,none,,SOURCE_REVERIFY_IN_WCD07,DEFER,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=medium"
V1-ENT-0320,何塞·莱萨马·利马,Chinese display name requires verification(常见译法《纳西索斯之死》),Muerte de Narciso,P1,P1,no_exact_current_master_match,none,"莱萨马初登文坛的成名长诗(1937年刊于哈瓦那杂志Verbum第2期),古巴学术期刊Islas称其""开启莱萨马毕生巨著的诗"",新巴洛克诗学与《天堂》意象体系的原点;补入即可使诗歌维度从0到1。",SOURCE_REVERIFY_IN_WCD07,WCD-07B,"research candidate only; exact-title/current-author precheck matches=none; external source completeness not verified in WCD-04; semantic duplicate, edition overlap and collection containment not resolved in WCD-04; confidence=high"
