fact_id,source_id,source_title
V1-FCT-0104,SRC-0029,Pedro Páramo - Detalle de la obra
V1-FCT-0105,SRC-0029,Pedro Páramo - Detalle de la obra
V1-FCT-0106,SRC-0029,Pedro Páramo - Detalle de la obra
V1-FCT-0107,SRC-0029,Pedro Páramo - Detalle de la obra
V1-FCT-0108,SRC-0028,Economía poética de Pedro Páramo: de la Revolución a la Cristiada
V1-FCT-0109,SRC-0030,El Llano en llamas - Detalle de la obra
V1-FCT-0110,SRC-0030,El Llano en llamas - Detalle de la obra
V1-FCT-0111,SRC-0030,El Llano en llamas - Detalle de la obra
V1-FCT-0112,SRC-0030,El Llano en llamas - Detalle de la obra
V1-FCT-0113,SRC-0031,El gallo de oro - Detalle de la obra
V1-FCT-0114,SRC-0031,El gallo de oro - Detalle de la obra
V1-FCT-0115,SRC-0031,El gallo de oro - Detalle de la obra
V1-FCT-0116,SRC-0031,El gallo de oro - Detalle de la obra
V1-FCT-0117,SRC-0035,CVC. Actos culturales. Gabriel García Márquez
V1-FCT-0118,SRC-0035,CVC. Actos culturales. Gabriel García Márquez
V1-FCT-0119,SRC-0035,CVC. Actos culturales. Gabriel García Márquez
V1-FCT-0120,SRC-0035,CVC. Actos culturales. Gabriel García Márquez
V1-FCT-0121,SRC-0036,The Nobel Prize in Literature 1982
V1-FCT-0122,SRC-0036,The Nobel Prize in Literature 1982
V1-FCT-0123,SRC-0037,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar
V1-FCT-0124,SRC-0037,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar
V1-FCT-0125,SRC-0038,Cortázar: los relatos fragmentados y la importancia de un lector activo
V1-FCT-0126,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0127,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0128,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0129,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0130,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0131,SRC-0032,Gabriel García Márquez y la ética en Cien años de soledad – I
V1-FCT-0132,SRC-0032,Gabriel García Márquez y la ética en Cien años de soledad – I
V1-FCT-0133,SRC-0032,Gabriel García Márquez y la ética en Cien años de soledad – I
V1-FCT-0134,SRC-0033,Miseria y violencia en El Coronel no tiene quien le escriba
V1-FCT-0135,SRC-0033,Miseria y violencia en El Coronel no tiene quien le escriba
V1-FCT-0136,SRC-0033,Miseria y violencia en El Coronel no tiene quien le escriba
V1-FCT-0137,SRC-0033,Miseria y violencia en El Coronel no tiene quien le escriba
V1-FCT-0138,SRC-0034,Un relato sospechoso: Crónica de una muerte anunciada
V1-FCT-0139,SRC-0034,Un relato sospechoso: Crónica de una muerte anunciada
V1-FCT-0140,SRC-0034,Un relato sospechoso: Crónica de una muerte anunciada
V1-FCT-0141,SRC-0034,Un relato sospechoso: Crónica de una muerte anunciada
V1-FCT-0142,SRC-0034,Un relato sospechoso: Crónica de una muerte anunciada
V1-FCT-0143,SRC-0038,Cortázar: los relatos fragmentados y la importancia de un lector activo
V1-FCT-0144,SRC-0038,Cortázar: los relatos fragmentados y la importancia de un lector activo
V1-FCT-0145,SRC-0038,Cortázar: los relatos fragmentados y la importancia de un lector activo
V1-FCT-0146,SRC-0038,Cortázar: los relatos fragmentados y la importancia de un lector activo
V1-FCT-0147,SRC-0037,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar
V1-FCT-0148,SRC-0037,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar
V1-FCT-0149,SRC-0037,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar
V1-FCT-0150,SRC-0040,"Jogos de máscaras e dobras do eu: encruzilhadas de leitura(s) a partir de ""Final de juego"" de Julio Cortázar"
V1-FCT-0151,SRC-0040,"Jogos de máscaras e dobras do eu: encruzilhadas de leitura(s) a partir de ""Final de juego"" de Julio Cortázar"
V1-FCT-0152,SRC-0040,"Jogos de máscaras e dobras do eu: encruzilhadas de leitura(s) a partir de ""Final de juego"" de Julio Cortázar"
V1-FCT-0153,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0154,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0155,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0156,SRC-0041,"Alejo Carpentier, autor transcultural. El caso de ""El reino de este mundo"""
V1-FCT-0157,SRC-0042,De los pasos perdidos de Alvar Núñez a los Pasos de Alejo Carpentier a través del concepto de la Kehre heideggeriana
V1-FCT-0158,SRC-0042,De los pasos perdidos de Alvar Núñez a los Pasos de Alejo Carpentier a través del concepto de la Kehre heideggeriana
V1-FCT-0159,SRC-0042,De los pasos perdidos de Alvar Núñez a los Pasos de Alejo Carpentier a través del concepto de la Kehre heideggeriana
V1-FCT-0160,SRC-0042,De los pasos perdidos de Alvar Núñez a los Pasos de Alejo Carpentier a través del concepto de la Kehre heideggeriana
V1-FCT-0161,SRC-0043,"Objetos de arte, écfrasis y regímenes escópicos en El siglo de las luces (1962) de Alejo Carpentier"
V1-FCT-0162,SRC-0043,"Objetos de arte, écfrasis y regímenes escópicos en El siglo de las luces (1962) de Alejo Carpentier"
V1-FCT-0163,SRC-0043,"Objetos de arte, écfrasis y regímenes escópicos en El siglo de las luces (1962) de Alejo Carpentier"
V1-FCT-0164,SRC-0043,"Objetos de arte, écfrasis y regímenes escópicos en El siglo de las luces (1962) de Alejo Carpentier"
V1-FCT-0165,SRC-0037,Esto no es un sueño: los personajes frente al concepto onírico en los primeros cuentos fantásticos de Julio Cortázar
V1-FCT-0166,SRC-0047,Mario Vargas Llosa – Facts
V1-FCT-0167,SRC-0047,Mario Vargas Llosa – Facts
V1-FCT-0168,SRC-0047,Mario Vargas Llosa – Facts
V1-FCT-0169,SRC-0047,Mario Vargas Llosa – Facts
V1-FCT-0170,SRC-0047,Mario Vargas Llosa – Facts
V1-FCT-0171,SRC-0048,The Nobel Prize in Literature 2010
V1-FCT-0172,SRC-0048,The Nobel Prize in Literature 2010
V1-FCT-0173,SRC-0047,Mario Vargas Llosa – Facts
V1-FCT-0174,SRC-0054,Pablo Neruda – Facts
V1-FCT-0175,SRC-0054,Pablo Neruda – Facts
V1-FCT-0176,SRC-0054,Pablo Neruda – Facts
V1-FCT-0177,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）
V1-FCT-0178,SRC-0054,Pablo Neruda – Facts
V1-FCT-0179,SRC-0054,Pablo Neruda – Facts
V1-FCT-0180,SRC-0054,Pablo Neruda – Facts
V1-FCT-0181,SRC-0054,Pablo Neruda – Facts
V1-FCT-0182,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）
V1-FCT-0183,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）
V1-FCT-0184,SRC-0044,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa"
V1-FCT-0185,SRC-0044,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa"
V1-FCT-0186,SRC-0044,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa"
V1-FCT-0187,SRC-0044,"Lima: encierro y evasión en ""La ciudad y los perros"" de Mario Vargas Llosa"
V1-FCT-0188,SRC-0045,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez"
V1-FCT-0189,SRC-0045,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez"
V1-FCT-0190,SRC-0045,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez"
V1-FCT-0191,SRC-0045,"El Boom y el fracaso de los intelectuales. Sobre ""Conversación en la Catedral"" (1969) de Vargas Llosa y ""Cien años de soledad"" (1967) de García Márquez"
V1-FCT-0192,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0193,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0194,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0195,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0196,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0197,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0198,SRC-0049,"La experiencia del amor en la obra de Pablo Neruda y Nizar Qabbani. Un estudio comparativo entre los dos poemarios: ""Veinte poemas de amor y una canción desesperada"" y ""Cien cartas de amor"""
V1-FCT-0199,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）
V1-FCT-0200,SRC-0049,"La experiencia del amor en la obra de Pablo Neruda y Nizar Qabbani. Un estudio comparativo entre los dos poemarios: ""Veinte poemas de amor y una canción desesperada"" y ""Cien cartas de amor"""
V1-FCT-0201,SRC-0049,"La experiencia del amor en la obra de Pablo Neruda y Nizar Qabbani. Un estudio comparativo entre los dos poemarios: ""Veinte poemas de amor y una canción desesperada"" y ""Cien cartas de amor"""
V1-FCT-0202,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）
V1-FCT-0203,SRC-0050,"Interpretación de ""residencia en la tierra"" de Pablo Neruda"
V1-FCT-0204,SRC-0050,"Interpretación de ""residencia en la tierra"" de Pablo Neruda"
V1-FCT-0205,SRC-0050,"Interpretación de ""residencia en la tierra"" de Pablo Neruda"
V1-FCT-0206,SRC-0052,Un événement poétique : le Canto General de Pablo Neruda
V1-FCT-0207,SRC-0052,Un événement poétique : le Canto General de Pablo Neruda
V1-FCT-0208,SRC-0054,Pablo Neruda – Facts
V1-FCT-0209,SRC-0055,CVC. Pablo Neruda.（数字展：主展页 + Biografía 页）
V1-FCT-0210,SRC-0052,Un événement poétique : le Canto General de Pablo Neruda
V1-FCT-0211,SRC-0053,« Veinte poemas de amor y una canción desesperada »
V1-FCT-0212,SRC-0056,Gabriel García Márquez – Facts
V1-FCT-0213,SRC-0056,Gabriel García Márquez – Facts
V1-FCT-0214,SRC-0056,Gabriel García Márquez – Facts
V1-FCT-0215,SRC-0056,Gabriel García Márquez – Facts
V1-FCT-0216,SRC-0057,Cien años de soledad: a Macondo-América de Gabriel García Márquez como representação do continente latino-americano
V1-FCT-0217,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0218,SRC-0042,De los pasos perdidos de Alvar Núñez a los Pasos de Alejo Carpentier a través del concepto de la Kehre heideggeriana
V1-FCT-0219,SRC-0058,Julio Cortázar (1914-1984)
V1-FCT-0220,SRC-0058,Julio Cortázar (1914-1984)
V1-FCT-0221,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0222,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0223,SRC-0064,CVC. Gabriel García Márquez. Obra. Prosa
V1-FCT-0224,SRC-0064,CVC. Gabriel García Márquez. Obra. Prosa
V1-FCT-0225,SRC-0065,L'objet du désir dans « El Perseguidor » de Julio Cortázar（落地页脚注）
V1-FCT-0226,SRC-0066,"Relatos : Bestiario, 1951, Las armas secretas, 1959, Final del juego, 1964, Todos los fuegos el fuego, 1966（BnF 目录记录，稳定 ark 页）"
V1-FCT-0227,SRC-0067,Final del juego / Julio Cortazar（BnF 目录记录，稳定 ark 页）
V1-FCT-0228,SRC-0072,Noviciado y apoteosis de Ti Noel en « El reino de este mundo » de Alejo Carpentier（落地页脚注）
V1-FCT-0229,SRC-0068,El Siglo de las luces / Alejo Carpentier（BnF 书目/权威标目记录页，稳定 ark 页）
V1-FCT-0230,SRC-0068,El Siglo de las luces / Alejo Carpentier（BnF 书目/权威标目记录页，稳定 ark 页）
V1-FCT-0231,SRC-0069,"Notice de personne « Cortázar, Julio (1914-1984) »（BnF 权威记录，稳定 ark 页）"
V1-FCT-0232,SRC-0070,CVC. Pablo Neruda. Bibliografía
V1-FCT-0233,SRC-0071,Les Cristeros / Hugues Kéraly（BnF 目录记录，稳定 ark 页）
V1-FCT-0234,SRC-0059,El compromiso americano en la poesía de Neruda
V1-FCT-0236,SRC-0060,"Pablo Neruda, poesía y política"
V1-FCT-0237,SRC-0064,CVC. Gabriel García Márquez. Obra. Prosa
V1-FCT-0238,SRC-0046,"Canudos o la redención de los malditos: La guerra del fin del mundo, de Mario Vargas Llosa"
V1-FCT-0238,SRC-0063,L'écriture comme vérité historique potentielle (A propos de La guerra del fin del mundo de Mario Vargas Llosa)
V1-FCT-0239,SRC-0075,《百年孤独》五十周年西文版书目与内容介绍
V1-FCT-0240,SRC-0075,《百年孤独》五十周年西文版书目与内容介绍
V1-FCT-0241,SRC-0076,《跳房子》书目与内容介绍
V1-FCT-0242,SRC-0076,《跳房子》书目与内容介绍
V1-FCT-0243,SRC-0076,《跳房子》书目与内容介绍
V1-FCT-0244,SRC-0077,《消逝的足迹》书目与内容介绍
V1-FCT-0245,SRC-0077,《消逝的足迹》书目与内容介绍
V1-FCT-0246,SRC-0078,《酒吧长谈》书目与内容介绍
V1-FCT-0247,SRC-0078,《酒吧长谈》书目与内容介绍
V1-FCT-0248,SRC-0078,《酒吧长谈》书目与内容介绍
V1-FCT-0249,SRC-0080,《一桩事先张扬的凶杀案》书目与阅读指南
V1-FCT-0250,SRC-0081,《世界末日之战》书目与内容介绍
V1-FCT-0251,SRC-0082,《城市与狗》书目与内容介绍
V1-FCT-0252,SRC-0082,《城市与狗》书目与内容介绍
V1-FCT-0253,SRC-0083,《没有人给他写信的上校》书目与内容介绍
V1-FCT-0254,SRC-0083,《没有人给他写信的上校》书目与内容介绍
V1-FCT-0255,SRC-0084,《佩德罗·巴拉莫》西文版书目与内容介绍
V1-FCT-0256,SRC-0085,《星辰时刻》书目与内容介绍
V1-FCT-0257,SRC-0086,《光明世纪》英文版书目与内容介绍
V1-FCT-0258,SRC-0086,《光明世纪》英文版书目与内容介绍
V1-FCT-0259,SRC-0086,《光明世纪》英文版书目与内容介绍
