candidate_id,entity_type,canonical_name_candidate,original_name,aliases,language,country_or_region,date_info,source_id,source_title,optional_locator,optional_evidence_note,confidence,issue_notes,extracted_by
B01-ENT-0031,author,奥克塔维奥·帕斯,Octavio Paz,帕斯,es,墨西哥,1914-1998,B01-SRC-0001,Elena Garro - Detalle del autor,词条,加罗 1937-1959 年丈夫（词条明示婚姻与年份）,high,与既有候选 CAND-AUTHOR-0062 同名需 Codex 合并,EXT-AI-02
B01-ENT-0032,institution,经济文化基金出版社,Fondo de Cultura Económica,FCE,es,墨西哥,,B01-SRC-0013,Pedro Páramo - Detalle de la obra,作品页书目,《佩德罗·巴拉莫》《燃烧的原野》《诗歌不是你》《巴伦坎南》的出版者,high,,EXT-AI-02
B01-ENT-0033,institution,华金·莫蒂斯出版社,Joaquín Mortiz,,es,墨西哥,,B01-SRC-0004,Los recuerdos del porvenir - Detalle de la obra,作品页书目,《未来的回忆》《黑暗的职守》的出版者,medium,,EXT-AI-02
B01-ENT-0034,institution,墨西哥国立自治大学,Universidad Nacional Autónoma de México,UNAM,es,墨西哥,,B01-SRC-0006,Rosario Castellanos - Detalle del autor,词条,卡斯特利亚诺斯攻读法律与哲学并任教之所,medium,,EXT-AI-02
B01-ENT-0035,institution,墨西哥国立原住民研究所,Instituto Nacional Indigenista,INI,es,墨西哥,,B01-SRC-0006,Rosario Castellanos - Detalle del autor,词条,卡斯特利亚诺斯曾任编辑；鲁尔福亦任职（词条）,medium,,EXT-AI-02
B01-ENT-0036,movement,墨西哥革命小说,novela de la Revolución Mexicana,,es,墨西哥,,B01-SRC-0013,Pedro Páramo - Detalle de la obra,作品页简介,作品页以“cosmopolitismo 与革命小说之间”定位《佩德罗·巴拉莫》的写作语境,low,解释性/文学史判断，单来源，待第二来源,EXT-AI-02
B01-ENT-0037,event,基督战争,Guerra Cristera,Cristiada,es,墨西哥,1926-1929,B01-SRC-0003,El fondo de la memoria: Los recuerdos del porvenir de Elena Garro,论文摘要,《未来的回忆》背景事件；《佩德罗·巴拉莫》片段 67 的时间终点（LM658）,medium,年份 1926-1929 为通行史实，来源未直接给年份，待核,EXT-AI-02
B01-ENT-0038,event,1968 年特拉特洛尔科事件与加罗流亡,Movimiento de 1968 y exilio de Elena Garro,,es,墨西哥,1968,B01-SRC-0001,Elena Garro - Detalle del autor,词条,1968 年运动后加罗因与特拉特洛尔科屠杀相关的指控而长期自我流亡,medium,,EXT-AI-02
B01-ENT-0039,theme,记忆与遗忘,memoria y olvido,,es,,,B01-SRC-0003,El fondo de la memoria: Los recuerdos del porvenir de Elena Garro,论文摘要,RCL 论文以记忆/anámnesis 与历史真相解读《未来的回忆》,medium,,EXT-AI-02
B01-ENT-0040,theme,时间与历史,tiempo e historia,,es,,,B01-SRC-0003,El fondo de la memoria: Los recuerdos del porvenir de Elena Garro,论文摘要,论文分析小说对过去/未来分裂的消解与幻灭叙事,medium,,EXT-AI-02
B01-ENT-0041,theme,暴力与语言,violencia y lenguaje,,es,,,B01-SRC-0008,La palabra sagrada. Violencia y lenguaje en Balún-Canán,论文摘要,《巴伦坎南》中书面语与口语的错位、语言作为支配与反抗维度,medium,,EXT-AI-02
B01-ENT-0042,theme,沉默,el silencio,,es,,,B01-SRC-0008,La palabra sagrada. Violencia y lenguaje en Balún-Canán,论文摘要,论文将“沉默的使用”列为最具代表性的暴力形式之一,medium,,EXT-AI-02
B01-ENT-0043,theme,革命与基督战争,Revolución y Cristiada,,es,,,B01-SRC-0012,Economía poética de Pedro Páramo: de la Revolución a la Cristiada,论文摘要,LM658：片段 67 以十四句对话浓缩 1915-1929 年（卡兰萨主义巩固至基督战争结束）,medium,,EXT-AI-02
B01-ENT-0044,theme,乡村与革命后的土地,campo y posrevolución,,es,,,B01-SRC-0013,Pedro Páramo - Detalle de la obra,作品页简介,作品页：革命后“已无人能写乡村”的语境下《佩德罗·巴拉莫》证明其可能,medium,,EXT-AI-02
