path,size_bytes,sha256
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/03_WCD05_RELATIONSHIP_EVIDENCE/WCD05_RELATIONSHIP_HOLD_EVIDENCE.csv,28542,90baed5e6e6b56f7632a29f55edf7b71ada4e742f9c405ca83855e295c421e68
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/03_WCD05_RELATIONSHIP_EVIDENCE/WCD05_RELATIONSHIP_HOLD_EVIDENCE_PACK.md,28740,b5d42e3d6ec66253c21fb4c4f933a3686c41ac19bcfe6ecd3358faf0267c1ab8
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/03_WCD05_RELATIONSHIP_EVIDENCE/WCD05_RELATIONSHIP_SOURCE_CANDIDATES.csv,11050,67f6282726325e9daabb318f5f19a7b9a8bbce304309738eeb090d3dab5c54c8
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/04_CHARACTER_SCHEMA/CHARACTER_RELATION_SCHEMA_PROPOSAL.md,30799,b8cdd52203478723d16f45885392b91a27d4a0fe6b30ed4030e17371440f8c4c
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/04_CHARACTER_SCHEMA/CHARACTER_SCHEMA_MIGRATION_IMPACT.md,11599,d9ef2a6b808afa661bc3f17de3e9ddbc5a47582671117eb1f10737e72e90c055
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/04_CHARACTER_SCHEMA/INPUT_CHARACTERS.txt,729,57bc71b788d0116d1913e0e632d4b1fe3ad796c7bcdb527a521d7451321a8b51
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/04_CHARACTER_SCHEMA/INPUT_KEY_CHARACTER_FACTS.csv,1370,1a6cbd44ea52b41b5102e7ff3d1202c9d7964d0170bceb1b985530fe5fd369a3
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/05_WCD06_REVIEW_TRIAGE/WCD06_USER_REVIEW_TRIAGE.csv,331431,81faff1c7afb16ff1b120c78b10f7ed9f04b8b8ae0605bf5787b4b178e5a9ee9
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/05_WCD06_REVIEW_TRIAGE/WCD06_USER_REVIEW_TRIAGE_SUMMARY.md,35022,b8f3706762edec634663f568a7ba3aaa3f9a56975fd8e709126653d4a0fa2950
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/06_WCD06_REWRITE_DRAFTS/INPUT_TEMPLATE_TARGETS.csv,17904,0a6b0958982df598d62e93b634f1691e8d9c2c8fc82d76146ac3cb5a691d4e9c
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/06_WCD06_REWRITE_DRAFTS/WCD06_READER_CONTENT_REWRITE_DRAFTS.csv,41589,caa2e8b97a21499f1ad8225706735fff8ca93a8caca21f4cbf4701602f1e11da
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/06_WCD06_REWRITE_DRAFTS/WCD06_READER_CONTENT_REWRITE_REPORT.md,13009,f0a806c54648509f04e5ea536c96c85a12a33836d085eef4664f060fe9dcc276
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/07_REVIEWS/REPAIR_LOG_UNIT_B_C.md,1505,963fd7dfbf1b984ef046a8e529e04a92cad2f9d966f30804c4211b206d76a327
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/07_REVIEWS/REPAIR_LOG_UNIT_D_E_F.md,983,805a17f7e4c08dba84e547f220b65430cbcb448e9b27bc1d914d37fdadff84c1
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/07_REVIEWS/REVIEWER1_RESEARCH_EVIDENCE_REVIEW.md,20549,12baaa391f763262abf125073fbf02df370092736112ce1838c0e201f2218d74
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/07_REVIEWS/REVIEWER2_CURATION_SCHEMA_REVIEW.md,31658,9fc6d7eaf9fe6f35fa49cd37eeca005d8d83b5074c36b595f39c87c227916f7a
work/external-ai/V2-WCD-EXTERNAL-RESEARCH-PACK/FINAL_HANDOFF.md,10737,87058ef5caa40e8bc810b52bafafd4d8bd63462a027e244c16bb03a67a8a9030
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/DESCRIPTION_GAP_CANDIDATES.csv,62523,b6c170ebecce2691e733edd90deb0d556bc9d623e721b9e1b83628006a77d2cd
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/GLOBAL_CONTENT_GAP_AUDIT.md,38047,adeb3f7139d6a3ed8f66a2f78db03203e398c88d0717a36027e4f2052cfd1b0d
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/GLOBAL_CONTENT_GAP_MATRIX.csv,84478,b3e8969db2ea791d8284d45b682f405ca780a8564ab705570d508fee062b3518
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/MISSING_MAJOR_WORKS_CANDIDATES.csv,128681,80db94e95e8fa3415f225cb461585cdf1f165107e6ac1ad4a9dc86ab3c8a721d
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/RELATIONSHIP_GAP_CANDIDATES.csv,20598,878f79db8f7872e5d9cf3e1f50143934a75bd5a83eae7d1cdf364e7252c44459
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/WCD04_CURRENT_SUMMARY.json,1743,044d04d98de1739333393445002eeff23df843942e9f2eda49b2a5181fe7ec72
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/build_profiles.py,3914,c2f0b27b8dae954a62823a424b88d4b5ac61606cc0c2b66381b60a9766392a66
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/coverage_grades.json,11603,348e91d42d6aecc5361f8d81c21be00b071da9f06273d7c88d52c09269a699c4
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/db_current_works.txt,18402,82b1c614d5b3680dd754372852d5945185d50fcb7e40053a6f0d41bfc99fb9b1
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/db_dump.json,1013965,db436c0f2bd1120ea8002618f51a88e71cda45cee3f6ff422e1d79cb08a8ade9
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/dump_audit_dataset.py,1869,971196cc0c4aac3b85419fbe06bde7548b67db1dfa2d91270366472e76a871e1
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/final_scores_map.json,9408,363f2cbcb5489135657d27c5af235017535ef7185232f58ad2c57a717b312240
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/mmc_raw.json,217686,be4ac25efa2f6ba0d69d5d900365702e89e70632eff9b1120424d9818e0bb578
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/pc_status.json,82166,2b1bad816b2dcd95187b28d5669db0f3a5a8d45a3c8a42ac16ef941da10f46c6
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/profiles.md,89978,70f6b18551c1437642d9479fabfecac625879b7bf1b5fcf235a00e3420d64f41
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/research_group_A_mexico_centralamerica.md,33998,76a4381c37c62bb68e8bf2e4809ecc51f90a9b4b772ee1ccc5f26b06d39119f6
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/research_group_B_caribbean.md,23294,d7a2cc740838d69cc490d01d62a8457fbef169653934c5d8be68bdc90f9f75ed
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/research_group_C_riodelaplata.md,41727,52907bc9e4865d8d4e5768b93fb6971af25420dbfef0fd57e72ac9e9d72f12e2
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/research_group_D_andes_chile.md,36348,6fb8a0ede0f765dc8189e5d86739865db5740ce0d21f4ba1649ba23434ac90fa
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/research_group_E_brazil_colombia.md,37496,ea8075f83e8e097698191ffbc976261ae60271e779a3e7aab1b4dfb200d6e93e
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/research_group_F_onetti_donoso.md,5680,b7995f58e50fbe43d755d624bad7f8329e0d474525d70349ff8327c5c94657f2
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/score_audit.py,7225,392d47357c1daa0dd3e5c0c76b4cb0a205b42672754df8e8f5e6d19bd52de80e
work/external-ai/V2-WCD-GLOBAL-GAP-AUDIT/data/scores.json,95025,b24d25995964bf2e74444d652684bcd69f67c4f61e0bbbcff44fcfd3bd2030a5
